#Num,R1 IW,R2 PW,R3 NE,R4 SE,SAF #,Cover Type Name,Fuel Ref,Lit,1hr,10hr,100hr,1000h,QMD,Duf,Dep,Cd,Herb,Cd,Shr,Cd,Foli,Cd,Bran,Cd,Add. Ref,CvG, Flame EF,Duff EF, Smolder 1K EF
#---,__,--,__,--,__________,....................................................................................................,---------------,______,------,______,------,______,------,______,------,__,------,__,------,__,------,__,------,__,---------------,___,--,__,---
613,0,0,0,4,,Quercus intricata Shrubland,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,5,8,7
513,0,2,0,0,,Quercus kelloggii Temporarily Flooded Woodland,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,3,8,7
492,0,0,0,4,,Quercus laceyi Woodland,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
161,0,0,0,4,,Quercus laevis Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
493,0,0,0,4,,Quercus laevis Woodland,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
275,0,0,0,4,,Quercus laurifolia - Nyssa biflora Saturated Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
20,0,0,0,4,,Quercus laurifolia Saturated Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
254,0,0,0,4,,Quercus laurifolia Seasonally Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
494,0,2,0,0,,Quercus lobata Woodland,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,3,8,7
255,0,0,0,4,,Quercus lyrata - (Carya aquatica) Seasonally Flooded Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
1195,1,0,3,4,,Quercus macrocarpa - (Quercus alba) Wooded Herbland,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,6,8,7
495,0,0,3,4,,Quercus macrocarpa - Quercus (alba; velutina) Woodland,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
226,0,0,0,4,,Quercus macrocarpa - Quercus bicolor - (Carya laciniosa) Temporarily Flooded Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
162,1,0,3,0,,Quercus macrocarpa Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,3,8,7
1208,1,0,0,0,,Quercus macrocarpa Wooded Medium-Tall Herbland,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,6,8,7
496,1,0,3,4,,Quercus macrocarpa Woodland,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
276,0,0,0,4,,Quercus michauxii - Quercus pagoda Saturated Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
614,0,0,0,4,,Quercus mohriana Shrubland,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,5,8,7
163,0,0,0,4,,Quercus muehlenbergii Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
497,0,0,3,4,,Quercus muehlenbergii Woodland,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
227,0,0,0,4,,Quercus nigra - Quercus pagoda Temporarily Flooded Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
164,0,0,0,4,,Quercus nigra Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
615,1,0,0,0,,Quercus oblongifolia Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
228,0,0,0,4,,Quercus pagoda - Quercus similis Temporarily Flooded Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
256,0,0,3,4,,Quercus palustris - (Quercus bicolor) Seasonally Flooded Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
229,0,0,3,0,,Quercus palustris - Acer rubrum Temporarily Flooded Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,3,8,7
230,0,0,0,4,,Quercus phellos - Ulmus crassifolia Temporarily Flooded Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
257,0,0,0,4,,Quercus phellos Seasonally Flooded Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
165,0,0,3,4,,Quercus prinus - (Quercus coccinea; Quercus velutina) Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
166,0,0,3,4,,Quercus prinus - Quercus (alba; falcata; rubra; velutina) Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
498,0,0,0,4,,Quercus prinus - Quercus coccinnea Woodland,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
499,0,0,0,4,,Quercus prinus - Quercus marilandica Woodland,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
167,0,0,0,4,,Quercus prinus - Quercus rubra Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
616,0,0,0,4,,Quercus pungens Shrubland,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,5,8,7
168,0,0,0,4,,Quercus rubra - (Quercus alba; Quercus prinus) - Acer saccharum Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
169,0,0,3,4,,Quercus rubra - Acer saccharum - (Quercus alba) Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
170,0,0,3,0,,Quercus rubra - Betula alleghaniensis Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,3,8,7
500,0,0,3,4,,Quercus rubra - Quercus prinus Woodland,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
197,0,0,0,4,,Quercus rubra Montane Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
574,0,2,0,0,,Quercus sadleriana Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
171,0,0,0,4,,Quercus shumadii - Quercus pagoda Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
721,0,0,0,4,,Quercus sinuata var. breviloba Shrubland,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,5,8,7
172,0,0,0,4,,Quercus stellata - Quercus marilandica Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
501,0,0,0,4,,Quercus stellata - Quercus marilandica Woodland,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
502,0,0,0,4,,Quercus stellata - Quercus velutina - Quercus alba - Quercus falcata Woodland,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
173,0,0,0,4,,Quercus stellata Flatwoods Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
198,0,0,0,4,,Quercus stellata Montane Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
231,0,0,0,4,,Quercus texana;Celtis laevigata;Ulmus(americana;crassifolia);Gleditsia tricanthos) Tmp Flooded Fores,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,3,8,7
258,0,0,0,4,,Quercus texana - Quercus lyrata Seasonally Flooded Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
617,1,0,0,0,,Quercus toumeyi Shrubland,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,5,8,7
618,1,0,0,0,,Quercus turbinella Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
619,0,2,0,0,,Quercus vaccinifolia Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1196,0,0,3,4,,Quercus velutina - (Quercus ellipsoidalis) Wooded Herbland,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,6,8,7
174,0,0,0,4,,Quercus velutina - Quercus alba Forest,Mc Daniel,1.57,0.14,0.58,1.65,4.79,,1.49,0.31,,0.02,,0.08,,0,,0,,,,1,8,7
175,0,0,3,4,,Quercus velutina - Quercus ellipsoidalis Forest,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,,0.05,,0.1,,,,,,,,1,8,7
620,0,0,0,4,,Quercus virginiana - (Ilex vomitoria) Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
533,0,0,0,4,,Quercus virginiana - Carya illinoinensis Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
289,0,0,0,4,,Quercus virginiana - Celtis laevigata Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
534,0,0,0,4,,Quercus virginiana - Celtis laevigata Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
372,0,0,0,4,,Quercus virginiana - Juniperus virginiana - (Sabal palmetto) Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
535,0,0,0,4,,Quercus virginiana - Quercus incana Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
292,0,0,0,4,,Quercus virginiana - Quercus nigra Saturated Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
290,0,0,0,4,,Quercus virginiana - Quercus pagoda Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
536,0,0,0,4,,Quercus virginiana - Quercus stellata Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
8,0,0,0,4,,Quercus virginiana - Sabal palmetto Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
9,0,0,0,4,,Quercus virginiana Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
11,0,0,0,4,,Quercus virginiana Temporarily Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
373,0,0,0,4,,Quercus virginiana Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
621,0,2,0,0,,Quercus wislizenii Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
474,0,2,0,0,,Quercus wislizenii Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
722,1,0,0,0,,Quercus x pauciloba Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1356,1,0,0,0,,Ranunculus aquatilis Semipermanently Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
762,1,0,0,0,,Rhamnus alnifolia Temporarily Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
16,0,0,0,4,,Rhizophora mangle - Conocarpus erectus Seasonally Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
564,0,0,0,4,,Rhizophora mangle semipermanently Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
23,0,0,0,4,,Rhizophora mangle Tidal Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
567,0,0,0,4,,Rhizophora mangle Tidal Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
366,0,0,0,4,,Rhizophora mangle Tidal Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
575,0,0,0,4,,Rhododendron (catawbiense; carolinianum) - Kalmia latifolia Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
629,0,0,0,4,,Rhododendron maximum Saturated Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
576,0,0,0,4,,Rhododendron maximum Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1235,1,0,0,0,,Rhus glabra Shrub Herbland,X,,,,,,,,,,,,,,,,,,,,5,8,7
836,1,0,0,0,,Rhus microphylla Shrubland,FOFEM 331,0.5,0,0,0,0,0,2,0.2,,0.1,,10,,,,,,,,5,8,7
741,1,0,0,0,,Rhus trilobata Intermittently Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1236,1,0,0,0,,Rhus trilobata Shrub Herbland,X,,,,,,,,,,,,,,,,,,,,5,8,7
723,1,0,0,0,,Rhus virens var. choriophylla Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1174,0,0,0,4,,Rhynchospora (gracilenta; oligantha) Saturated Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1175,0,0,0,4,,Rhynchospora alba Saturated Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1125,0,0,0,4,,Rhynchospora filifolia - Juncus abortivus Seasonally Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1126,0,0,0,4,,Rhynchospora inundata Seasonally Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
922,0,0,0,4,,Rhynchospora microcarpa - Cladium mariscus ssp. jamaicense Seasonally Flooded Wooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
915,0,0,0,4,,Rhynchospora microcarpa Seasonally Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1127,0,0,3,0,,Rhynchospora spp. - Rhexia virginica Seasonally Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1176,0,0,0,4,,Rhynchospora stenophylla - Rhynchospora macra Saturated Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
916,0,0,0,4,,Rhynchospora tracyi Seasonally Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
724,1,0,0,0,,Ribes cereum Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
763,1,0,0,0,,Ribes lacustre Temporarily Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
725,1,0,0,0,,Ribes montigenum Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
726,1,0,0,0,,Robinia neomexicana Shrubland,SMFDB248,0.5,0,0,0,0,0,1,0.5,,0,,5.75,,,,,,,,5,8,7
1373,1,0,0,0,,Rorippa alpina Saturated Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
764,1,0,0,0,,Rosa woodsii Temporarily Flooded Shrubland,INT-GTR-363,0.5,0.2,0.9,1,0,0,9.8,0.5,,0.4,,23.4,,,,,,,,5,8,7
281,0,0,0,4,,Roystonea elata - Taxodium distichum Seasonally Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
733,0,0,0,4,,Rubus allegheniensis - Rubus canadensis Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
727,1,0,0,0,,Rubus idaeus var. strigosus Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
734,1,2,0,0,,Rubus parviflorus Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
3,0,0,0,4,,Sabal mexicana Temporarily Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
626,0,0,0,4,,Sabal minor - Quercus virginiana Seasonally Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
2,0,0,0,4,,Sabal Palmetto - Coccoloba unifera Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
12,0,0,0,4,,Sabal palmetto - Quercus virginiana Temporarily Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
375,0,0,0,4,,Sabal palmetto Seasonally Flooded Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
10,0,0,0,4,,Sabal palmetto Temperate Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
1197,0,0,0,4,,Sabal palmetto Wooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
374,0,0,0,4,,Sabal palmetto Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
1213,0,0,0,4,,Sacciolepis striata Seasonally Flooded Wooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1357,0,0,0,4,,Sagittaria latifolia Semipermanently Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
514,1,0,0,0,,Salix amygdaloides Temporarily Flooded Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
892,1,0,0,0,,Salix artica Dwarf-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
899,1,0,0,0,,Salix artica Saturated Dwarf-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
765,1,0,0,0,,Salix bebbiana Temporarily Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
232,1,0,0,0,,Salix bonplandiana Temporarily Flooded Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
797,1,2,0,0,,Salix boothii Seasonally Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
766,1,0,0,0,,Salix boothii Temporarily Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
798,1,0,0,0,,Salix brachycarpa Seasonally Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
767,1,0,0,0,,Salix brachycarpa Temporarily Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
799,1,0,0,0,,Salix candida Seasonally Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
259,0,0,0,4,,Salix caroliniana Seasonally Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
233,0,0,0,4,,Salix caroliniana Temporarily Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
768,0,0,0,4,,Salix caroliniana Temporarily Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
893,1,2,0,0,,Salix cascadensis Dwarf-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
800,1,2,0,0,,Salix commutata Seasonally Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
801,1,0,0,0,,Salix drummondiana Seasonally Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
769,1,0,0,0,,Salix drummondiana Temporarily Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
802,1,0,0,0,,Salix eastwoodiae Seasonally Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
770,1,2,0,0,,Salix eriocephala Temporarily Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
522,1,0,0,4,,Salix exigua Seasonally Flooded Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
771,1,2,0,4,,Salix exigua Temporarily Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
515,1,0,0,4,,Salix exigua Temporarily Flooded Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
803,1,0,0,0,,Salix geyeriana Seasonally Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
772,1,0,0,0,,Salix geyeriana Temporarily Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
773,1,0,0,0,,Salix glauca Temporarily Flooded Shrubland,SMFDB 277,0.5,0,0,0,0,0,5,1,,0.14,,1.88,,,,,,,,5,8,7
516,1,0,0,0,,Salix gooddingii Temporarily Flooded Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
804,0,2,0,0,,Salix hookeriana Seasonally Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
774,1,0,0,0,,Salix irrorata Temporarily Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
517,1,0,0,0,,Salix laevigata Temporarily Flooded Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
775,1,0,0,0,,Salix lasiolepis Temporarily Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
776,1,0,0,0,,Salix ligulifolia Temporarily Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
260,0,2,0,0,,Salix lucida Seasonally Flooded Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
777,1,2,0,0,,Salix lucida Temporarily Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
518,1,2,0,0,,Salix lucida Temporarily Flooded Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
805,1,2,0,0,,Salix lutea Seasonally Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
778,1,2,0,0,,Salix lutea Temporarily Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
779,1,0,0,0,,Salix monticola Temporarily Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
261,0,0,0,4,,Salix nigra Seasonally Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
268,0,0,0,4,,Salix nigra Semipermanently Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
234,0,0,3,4,,Salix nigra Temporarily Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
780,0,0,3,4,,salix nigra Temporarily Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
781,0,0,3,0,,Salix petiolaris - Salix spp. Temporarily Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
806,1,0,0,0,,Salix planifolia Seasonally Flooded Shrubland,SMFDB 282,0.2,0,0,0,0,0,2.5,0.5,,0.1,,2.57,,,,,,,,5,8,7
782,1,0,0,0,,Salix planifolia Temporarily Flooded Shrubland,SMFDB 282,0.2,0,0,0,0,0,2.5,0.5,,0.1,,2.57,,,,,,,,5,8,7
783,1,0,0,0,,Salix pseudomonticola Temporarily Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
894,1,0,0,0,,Salix reticulata Dwarf-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
900,1,0,0,0,,Salix reticulata Saturated Dwarf-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
807,0,2,0,0,,Salix sessilifolia Seasonally Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
808,1,0,0,0,,Salix wolfii Seasonally Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
784,1,0,0,0,,Salix wolfii Temporarily Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
577,0,2,0,0,,Salvia (apiana; leucophylla; mellifera) Shrubland,PMS-833,7.4,0,0,0,0,0,0,0,,0,,9.6,,,,,,,,5,8,7
578,0,2,0,0,,Salvia apiana Shrubland,PMS-833,7.4,0,0,0,0,0,0,0,,0,,9.6,,,,,,,,5,8,7
905,1,2,0,0,,Salvia dorrii Dwarf-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
579,0,2,0,0,,Salvia leucophylla Shrubland,PMS-833,7.4,0,0,0,0,0,0,0,,0,,9.6,,,,,,,,5,8,7
580,0,2,0,0,,Salvia mellifera Shrubland,PMS-833,7.4,0,0,0,0,0,0,0,,0,,9.6,,,,,,,,5,8,7
742,1,2,0,0,,Sambucus mexicana Intermittently Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
235,1,0,0,0,,Sapindus saponaria Temporarily Flooded Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
503,0,0,3,4,,Sapindus saponaria Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
1255,1,0,0,0,,Sarcobatus vermiculatus Intermittently Flooded Shrub Herbland,X,,,,,,,,,,,,,,,,,,,,5,8,7
840,1,0,0,0,,Sarcobatus vermiculatus Intermittently Flooded Shrubland,FOFEM 321,0.11,0,0,0,0,0,0,0,,0.4,,2.28,,,,,,,,5,8,7
1237,1,0,0,0,,Sarcobatus vermiculatus Shrub Herbland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1218,1,0,0,0,,Sarcobatus vermiculatus Shrub Tall Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
837,1,0,0,0,,Sarcobatus vermiculatus Shrubland,FOFEM 321,0.11,0,0,0,0,0,0,0,,0.4,,2.28,,,,,,,,5,8,7
1358,1,2,0,0,,Sarcocornia (utahensis) - Arthrocnemum (subterminale) Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1345,0,2,0,0,,Saussurea americana Temporarily Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
559,0,0,0,4,,Savia bahamensis Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1326,1,0,0,0,,Saxifraga chrysantha Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1327,0,0,0,4,,Saxifraga michauxii Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1346,1,0,0,0,,Saxifraga odontoloma Temporarily Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1328,1,0,0,0,,Saxifraga rivularis Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1329,0,2,0,0,,Saxifraga tolmiei Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
952,1,0,0,0,,Schizachyrium cirratum Herbland,FOFEM 281,0,0,0,0,0,0,0,0,,0.95,,0,,,,,,,,6,8,7
953,0,0,0,4,,Schizachyrium maritimum Herbland,FOFEM 281,0,0,0,0,0,0,0,0,,0.95,,0,,,,,,,,6,8,7
907,0,0,0,4,,Schizachyrium rhizomatum Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
908,0,0,0,4,,Schizachyrium sanguineum Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
954,0,0,0,4,,Schizachyrium scoparium - (Aristida spp.) Herbland,SMFDB496,0,0,0,0,0,0,0,0,,1.93,,0,,,,,,,,6,8,7
955,0,0,3,4,,Schizachyrium scoparium - (Sporobolus cryptandrus) Herbland,SMFDB496,0,0,0,0,0,0,0,0,,1.93,,0,,,,,,,,6,8,7
1204,0,0,3,4,,Schizachyrium scoparium - Bouteloua curtipendula Evergreen or Mixed Wooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
956,1,0,3,4,,Schizachyrium scoparium - Bouteloua curtipendula Herbland,SMFDB496,0,0,0,0,0,0,0,0,,1.93,,0,,,,,,,,6,8,7
1209,0,0,0,4,,Schizachyrium scoparium - Danthonia spp. Deciduous Wooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1205,0,0,3,4,,Schizachyrium scoparium - Danthonia spp. Evergreen or Mixed Wooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
957,1,0,0,0,,Schizachyrium scoparium - Lesqerella gordonii Herbland,SMFDB496,0,0,0,0,0,0,0,0,,1.93,,0,,,,,,,,6,8,7
930,0,0,0,4,,Schizachyrium scoparium - Paspalum monostachyum Herbland,SMFDB496,0,0,0,0,0,0,0,0,,1.93,,0,,,,,,,,6,8,7
931,0,0,0,4,,Schizachyrium scoparium - Paspalum plicatulum Herbland,SMFDB496,0,0,0,0,0,0,0,0,,1.93,,0,,,,,,,,6,8,7
958,0,0,0,4,,Schizachyrium scoparium - Saxifraga michauxii Herbland,SMFDB496,0,0,0,0,0,0,0,0,,1.93,,0,,,,,,,,6,8,7
