#FCCS Cover File; DCL Updated Mar 16 2020 See "FCCS_Fuelbed_Updates_Feb2020.docx" for more info,,,,,,,,,,,,,,,,,,,,,,,,,
#reg,reg,reg,reg,Num-Name,F,Litter,Duff,Depth,Shrub,Herb,1Hr,10Hr,100Hr,3-9S,9-20S,20+S,3-9R,9-20R,20+R,Foli,Bran,CTG, Flame EF,Duff EF, Smolder 1K EF
#_,-,_,-,___________________________________________________________________________________________,_,------,______,------,______,------,______,------,______,------,______,------,______,------,______,------,______,---,___,---,___
N,,,,449 Pin oak -- white oak / buttonbush forest,x,2.64,10.8,1.5,1.84,0.08,0.1,0.2,1.5,1.5,1.5,0,0.5,0.5,0,14.44,3.61,,3,8,7
S,,,,450 Oak -- Ashe juniper forest,x,0.69,1.8,0.5,1.66,0.23,0.3,0.6,1.2,0.4,0.2,0,0.2,0.1,0,5.62,1.4,,1,8,7
S,,,,451 Texas live oak / roughleaf dogwood forest,x,0.7,1.8,0.5,1.8,0.23,0.3,0.6,1.2,0.4,0.2,0,0.2,0.1,0,5.4,1.35,,1,8,7
N,S,,,453 Bluestem -- tall fescue -- switchgrass grassland,x,2.11,0,0,2.36,1.8,0,0,0,0,0,0,0,0,0,0.9,0.23,GG,6,8,7
N,,,,454 American beech -- maple / American red raspberry forest,x,2.95,6.8,1,3.73,0.1,0.4,0.5,1,1,2,0,0.5,1,0,10.32,2.58,,3,8,7
N,,,,455 Red pine forest,x,1.81,6.8,1,0.4,0.2,0.5,0.5,1,1,1.5,0,2.5,3,0,8.47,2.12,RJP,3,8,7
S,,,,456 Chinese tallow tree forest,x,2.79,6.8,1,0.98,0.3,0.5,1,3,3,0,0,1,0,0,5.75,1.44,,1,8,7
S,,,,457 Florida strangler fig -- gumbo limbo -- cabbage palm for,x,2.47,22.4,4,3.96,0,0.5,0.5,0.5,1.5,1,0,1.5,1,0,5.38,1.34,,1,8,7
S,,,,458 Berlandier's fiddlewood -- Texas ebony shrubland,x,0.06,0,0,11.33,0.15,0,0,0,0,0,0,0,0,0,0,0,SG,5,8,7
N,,,,459 Northern oak forest,x,1.06,2.24,0.4,0.43,0.35,0.1,0.1,0.1,0.3,0,0,0,0,0,6.15,1.54,,3,8,7
N,S,,,460 Northern pine-oak forest,x,1.05,2.24,0.4,0.43,0.35,0.1,0.1,0.1,0.3,0,0,0,0,0,3.56,0.89,,3,8,7
N,S,,,461 Post oak-black oak forest,x,4.83,7.6,1,0.87,0.01,0.6,0.9,2.3,3.8,6.1,0,1.1,0,0,7.82,1.95,,3,8,7
N,,,,462 Spruce-hardwood barrens,x,0.3,8,1,8.5,0.05,0.2,0.3,1,1.5,0,0,1,0,0,3.12,0.78,,3,8,7
N,,,,463 Willow oak-water oak forest,x,0.93,0.8,1,3.41,0.01,0.1,0.2,1.5,1.5,1.5,0,0.5,0.5,0,9.58,2.39,,3,8,7
S,,,,464 Loblolly pine-willow oak forest,x,0.92,0.8,1,3.41,0.01,0.1,0.2,1.5,1.5,1.5,0,0.5,0.5,0,6.61,1.66,,1,8,7
S,,,,465 Post oak-southern red oak-loblolly pine forest,x,0.72,1.28,0.2,1.25,0.6,0.2,0.5,0.5,0.5,0.2,0,0.2,0,0,8.35,2.09,,1,8,7
S,,,,466 Loblolly pine-post oak-southern red oak forest,x,0.72,1.28,0.2,1.25,0.6,0.2,0.5,0.5,0.5,0.2,0,0.2,0,0,6.08,1.52,,1,8,7
I,P,N,S,601 Modified or Managed Xeric Grass 1,x,0.35,0.24,0.04,0,1.3,0.02,0,0,0,0,0,0,0,0,0,0,GG,6,8,7
I,P,N,S,602 Modified or Managed Xeric Grass 2,x,1.09,0.38,0.07,0,2.01,0.03,0,0,0,0,0,0,0,0,0,0,GG,6,8,7
I,P,N,S,603 Modified or Managed Mesic Grass 1,x,1.87,4.2,0.52,0,0.39,0.12,0,0,0,0,0,0,0,0,0,0,GG,6,8,7
I,P,N,S,604 Modified or Managed Xeric Grass 3,x,0.95,1.76,0.4,0,1.13,0.01,0,0,0,0,0,0,0,0,0,0,GG,6,8,7
I,P,N,S,605 Modified or Managed Mesic Grass 2,x,4.84,6.46,1.05,0,0.77,0.23,0,0,0,0,0,0,0,0,0,0,GG,6,8,7
I,P,N,S,606 Modified or Managed Mesic Grass 3,x,5.07,5.1,0.67,0,2.73,0.01,0,0,0,0,0,0,0,0,0,0,GG,6,8,7
I,P,N,S,607 Modified or Managed Xeric Grass 4,x,2.09,43.39,3.9,0,1.38,0.05,0,0,0,0,0,0,0,0,0,0,GG,6,8,7
I,P,N,S,608 Modified or Managed Mesic Grass 4,x,10.72,46.47,7.32,0,2.86,0.02,0,0,0,0,0,0,0,0,0,0,GG,5,8,7
I,P,N,S,610 Modified or Managed Xeric Grass Shrub 1,x,0.21,0.35,0.04,1.1,0.22,0.04,0.08,0.07,0,0,0,0,0,0,0,0,SG,5,8,7
I,P,N,S,611 Modified or Managed Xeric Grass Shrub 2,x,0.59,2.4,0.31,1.9,0.25,0.11,0.24,0.44,0,0,0,0,0,0,0,0,SG,5,8,7
I,P,N,S,612 Modified or Managed Mesic Grass Shrub 1,x,3.64,18.44,1.71,1.01,0.21,0.42,0.67,1.08,0,0,0,0,0,0,0,0,SG,5,8,7
I,P,N,S,613 Modified or Managed Mesic Grass Shrub 2,x,5.4,18,3,1.19,1.3,0,0,0,0,0,0,0,0,0,0,0,SG,5,8,7
I,P,N,S,614 Modified or Managed Xeric Shrub 1,x,0.06,0.1,0.01,1.39,0.13,0.06,0.11,0.01,0,0,0,0,0,0,0,0,SG,5,8,7
I,P,N,S,615 Modified or Managed Xeric Shrub 2,x,2.3,27.1,2.12,2.04,0.17,0.17,0.32,0.48,0,0,0,0,0,0,0,0,SG,5,8,7
I,P,N,S,616 Modified or Managed Mesic Shrub 1,x,4.31,34.46,3.46,1.62,0.45,0.36,0.64,1.33,0,0,0,0,0,0,0,0,SG,5,8,7
I,P,N,S,617 Modified or Managed Mesic Shrub 2,x,2.78,4.15,0.87,1.92,0.15,0.29,0.4,0.75,0,0,0,0,0,0,0,0,SG,5,8,7
I,P,N,S,618 Modified or Managed Xeric Shrub 3,x,0.33,0.95,0.18,2.08,0.17,0.12,0.22,0.43,0,0,0,0,0,0,0,0,SG,5,8,7
I,P,N,S,619 Modified or Managed Mesic Shrub 3,x,3.6,28.14,4.5,2.04,1.39,0.25,0.46,0.77,0,0,0,0,0,0,0,0,SG,5,8,7
I,P,N,S,620 Modified or Managed Xeric Shrub 4,x,2.38,11.63,1.2,3.83,0.18,0.34,0.52,0.87,0,0,0,0,0,0,0,0,SG,5,8,7
I,P,N,S,621 Modified or Managed Mesic Shrub 4,x,4.06,10.19,1.61,1.31,0.04,0.17,0.53,0.54,0,0,0,0,0,0,0,0,SG,5,8,7
I,P,N,S,622 Modified or Managed Mesic Shrub 5,x,5.58,41.44,3.28,3.72,0.1,0.34,0.67,0.91,0,0,0,0,0,0,0,0,SG,5,8,7
I,P,N,S,623 Modified or Managed Xeric Understory 1,x,4.76,37.52,3.25,1.64,0.23,0.27,0.64,1.72,3.1,2.08,0.15,2.24,1.51,0.8,7.88,1.97,,3,8,7
I,P,N,S,624 Modified or Managed Mesic Understory 1,x,8.18,13.16,1.8,2.24,0.26,0.67,0.93,1.59,2.62,6,1.04,1.19,1.91,1.01,8.43,2.11,,3,8,7
I,P,N,S,625 Modified or Managed Mesic Understory 2,x,4.32,5.25,0.82,3.24,0.3,0.49,0.64,0.43,0.71,0.55,0.03,0.42,0.15,0.03,2.57,0.64,,3,8,7
I,P,N,S,627 Modified or Managed Xeric Understory 2,x,2.74,14.23,1.67,1.76,0.21,0.53,1.46,2.06,4.53,5.15,2.2,2.91,4.15,2.54,11.17,2.8,,3,8,7
I,P,N,S,628 Modified or Managed Xeric Timber Litter 1,x,0.38,0.89,0.12,0.92,0.1,0.13,0.24,0.15,0.3,0.44,0,0.17,0.18,0,0.89,0.22,,3,8,7
I,P,N,S,629 Modified or Managed Xeric Timber Litter 2,x,3.1,6.75,1.17,2.12,0.12,0.41,0.59,1.35,1.75,2.46,0.1,0.78,0.59,0.07,9.26,2.32,,3,8,7
I,P,N,S,630 Modified or Managed Xeric Timber Litter 3,x,2.81,9.24,1.3,1.47,0.19,0.33,1,1.72,4.36,1.85,0.33,2.23,1.67,0.43,4.95,1.24,,3,8,7
I,P,N,S,631 Modified or Managed Mesic Timber Litter 1,x,3.39,13.19,1.92,1.2,0.2,0.48,1.38,1.33,0.84,1.03,0.55,1.42,1.97,0.22,9.42,2.36,,3,8,7
I,P,N,S,632 Modified or Managed Mesic Timber Litter 2,x,7.13,19.14,2.43,2.46,0.15,0.89,1.73,2.4,2.73,4.17,4.43,2.13,4.95,6.63,9.14,2.29,,3,8,7
I,P,N,S,633 Modified or Managed Mesic Timber Litter 3,x,4.77,6.91,1.02,2.24,0.21,0.65,0.89,1.24,1.82,1.85,0.1,1,0.41,0.08,7.25,1.82,,3,8,7
I,P,N,S,634 Modified or Managed Mesic Timber Litter 4,x,3.68,20.49,2.91,1.77,0.15,0.68,2.01,2.47,2.35,4.27,1.94,1,2.57,0.79,9.94,2.49,,3,8,7
I,P,N,S,635 Modified or Managed Xeric Timber Litter 4,x,2.64,5.39,0.86,2.17,0.37,0.32,0.71,0.89,1.17,0.94,0.39,0.96,1.42,1.65,5.66,1.42,,3,8,7
I,P,N,S,636 Modified or Managed Xeric Timber Litter 5,x,5.19,14.67,1.72,4.13,0.3,0.55,1.05,1.85,2.51,3.32,1.3,1.7,1.75,0.87,9.78,2.45,,3,8,7
I,P,N,S,637 Modified or Managed Low Loadings 1,x,43.41,35.44,2.61,2.73,0.26,0.46,0.91,1.64,5.17,3.14,0.24,5.26,3.23,0.24,0.48,0.12,,3,8,7
I,P,N,S,638 Modified or Managed Mod. Loadings 2,x,4.53,6.15,1.03,2.15,0.19,0.11,1.46,3.76,1.92,3.24,4.76,1.82,1.96,0.79,4.41,1.11,,3,8,7
I,P,N,S,639 Modifed of Managed  High Loadings 3,x,13.54,15.3,1.5,7.49,0.1,0.2,0.5,0.5,0,0,0,0,0,0,0,0,,3,8,7
I,P,N,S,900 Water,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,8,7
I,P,N,S,911 Open Water,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,8,7
I,P,N,S,912 Snow/Ice,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,8,7
I,P,N,S,920 Developed-General,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,8,7
I,P,N,S,921 Developed-Open Space,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,8,7
I,P,N,S,922 Developed-Low Intensity,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,8,7
I,P,N,S,923 Developed-Medium Intensity,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,8,7
I,P,N,S,924 Developed-High Intensity,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,8,7
I,P,N,S,925 Developed-Roads,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,8,7
I,P,N,S,931 Barren,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,8,7
I,P,N,S,932 Quarries/Strip Mines/Gravel Pits,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,8,7
I,P,N,S,933 Sparsely Vegetated,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,8,7
I,P,N,S,952 Introduced Upland Vegetation-Shrub,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SG,5,8,7
I,P,N,S,954 Introduced Upland Vegetation-Annual and Perennial Grassland and Forbland,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GG,6,8,7
I,P,N,S,958 Introduced Riparian Vegetation,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,960 NASS-Orchard,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,8,7
I,P,N,S,961 NASS-Vineyard,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,962 NASS-Bush fruit and berries,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,963 NASS-Row Crop-Close Grown Crop,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,964 NASS-Row Crop,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,965 NASS-Close Grown Crop,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,967 NASS-Pasture and Hayland,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GG,6,8,7
I,P,N,S,980 Agriculture-General,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,981 Agriculture-Pasture/Hay,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GG,6,8,7
I,P,N,S,982 Agriculture-Cultivated Crops and Irrigated Agriculture,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,983 Agriculture-Small Grains,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,8,7
I,P,N,S,984 Agriculture-Fallow,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GG,6,8,7
I,P,N,S,985 Agriculture-Recreational Grasses,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,8,7
I,P,N,S,1201 Corn field,x,0.75,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,1202 Cotton field,x,0.75,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,1203 Rice field - post harvest,x,0.75,0,0,0,4.48,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,1205 Soybean field,x,0.75,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,1206 Corn field,x,0.75,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,1207 Cotton field,x,0.75,0,0,0,2.74,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,1208 Rice field - growing season,x,0.75,0,0,0,5.98,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,1209 Soybean field,x,0.75,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,1223 Wheat field - post harvest,x,0.75,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,GG,6,8,7
I,P,N,S,1224 Wheat field - growing season,x,0.75,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,GG,6,8,7
I,P,N,S,1225 Small grains (other) field,x,0.75,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,GG,6,8,7
I,P,N,S,1226 Small grains (other) field,x,0.75,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,GG,6,8,7
I,P,N,S,1227 Sugarbeet field,x,0.75,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,1228 Bean field,x,0.75,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,1229 Potato field,x,0.75,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,1230 Other crop field - growing season,x,0.75,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,1231 Sugarcane field,x,0.75,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,1232 Miscellaneous vegetable or fruit field - growing season,x,0.75,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,1241 Sugarbeet field,x,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,1242 Bean field,x,0.75,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,1243 Potato field,x,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,1244 Other crop field - post harvest,x,0.75,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,1245 Sugarcane field,x,0.75,0,0,0,4.05,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,1247 Miscellaneous vegetable or fruit field - post harvest,x,0.75,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,1252 Lentil field,x,0.75,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,1253 Lentil field,x,0.75,0,0,0,3.35,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,1260 Biofuel field,x,0.75,0,0,0,3.91,0,0,0,0,0,0,0,0,0,0,0,GG,6,8,7
I,P,N,S,1261 Fallow field - growing season,x,0.75,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,GG,6,8,7
I,P,N,S,1262 Pasture or grass field,x,0.75,0,0,0,1.22,0,0,0,0,0,0,0,0,0,0,0,GG,6,8,7
I,P,N,S,1263 Biofuel field,x,0.75,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,GG,6,8,7
I,P,N,S,1264 Pasture or grass field,x,0.75,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,GG,6,8,7
I,P,N,S,1271 Tree nut field,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,8,7
I,P,N,S,1272 Tree nut field,x,0.29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,3,8,7
I,P,N,S,1273 Tree fruit field - with no inter-row groundcover,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,8,7
I,P,N,S,1274 Tree fruit field - with inter-row groundcover,x,0.29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,3,8,7
I,P,N,S,1280 Bluegrass or grass seed field,x,0.75,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,GG,6,8,7
I,P,N,S,1281 Pasture hay or alfalfa grazed or harvested,x,0.75,0,0,0,4.39,0,0,0,0,0,0,0,0,0,0,0,GG,6,8,7
I,P,N,S,1282 Bluegrass or grass seed field,x,0.75,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,GG,6,8,7
I,P,N,S,1283 Pasture hay or alfalfa ungrazed or unharvested,x,0.75,0,0,0,6.34,0,0,0,0,0,0,0,0,0,0,0,GG,6,8,7
I,P,N,S,1290 Winter wheat and corn (double crop) field,x,0.75,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,GG,6,8,7
I,P,N,S,1291 Wheat and soybean (double crop) field,x,0.75,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,GG,6,8,7
I,P,N,S,1292 Other grain and corn (double crop) field,x,0.75,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,GG,6,8,7
I,P,N,S,1293 Lettuce and durum wheat (double crop) field,x,0.75,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,1294 Lettuce and upland cotton (double crop) field,x,0.75,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,1295 Wheat and sorghum (double crop) field,x,0.75,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,1296 Wheat and cotton (double crop) field,x,0.75,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,1297 Soybean and cotton (double crop) field,x,0.75,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,1298 Soybean and other grain (double crop) field,x,0.75,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,1299 Corn and soybean (double crop) field,x,0.75,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,,5,8,7
I,P,N,S,-999 No Data,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,8,7
