# FOFEM SAF Cover File; DCL Updated May 9 2016
# Contains Emission Group Numbers
# Fuel Ref,West,Pacif,NthEst,SthEst, Code, Cover, Ref., Lit,1hr,10hr,100hr,1000hr,QMD,Duff,DuffDepth, Cd, Herb, Cd,  Shr, Cd, Foli, Cd, Bran, Cd, Add. Ref, Cover Group, Flame EF,Duff EF, Smolder 1K EF
256,0,0,0,4,SAF 170,PPond pine / gallberry   -- fetterbush shrubland,SE 170,3.22,0,0,0,0,0,223.2,10.5,GD,0.1,H1,7.53,,0.68,F1,0.17,B1,,PC,1,8,7
257,1,2,0,0,SAF 201,White Spruce,FOFEM 161,11.1,0,0,0,0,0,35,2.3,GC,0.15,H1,0.25,S1,,F1,,B1,,BBS,2,8,7
264,1,2,0,0,SAF 201,White Spruce - ex from photoseries PMS-831,PMS-831,3.08,0.4,0.7,2,0.3,5,30.9,3.4,GC,0,H1,1.31,S1,,F1,,B1,,BBS,2,8,7
265,0,2,0,0,SAF 202,White Spruce - Paper Birch,FOFEM 161,11.1,0,0,0,0,0,35,2.3,GC,0.15,H1,0.25,S1,,F1,,B1,,BBS,2,8,7
266,0,2,0,0,SAF 202,White Spruce - Paper Birch - ex from photoseries PMS-831,PMS-831,3.6,0.6,0.9,1.2,11.9,5,44.05,4.6,GC,0.3,H1,1.13,S1,,F1,,B1,,BBS,2,8,7
265,0,2,0,0,SRM 920,White Spruce - Paper Birch,FOFEM 161,11.1,0,0,0,0,0,35,2.3,GC,0.15,H1,0.25,S1,,F1,,B1,,,2,8,7
266,0,2,0,0,SRM 920,White Spruce - Paper Birch - ex from photoseries PMS-831,PMS-831,3.6,0.6,0.9,1.2,11.9,5,44.05,4.6,GC,0.3,H1,1.13,S1,,F1,,B1,,,2,8,7
152,0,2,0,0,SAF 203,Balsam Poplar,FOFEM 561,0.9,0.2,0.8,1,3,5,5,0.5,GD,0.3,H1,0.5,S1,,F1,,B1,,,3,8,7
167,1,2,0,0,SAF 205,Mountain Hemlock,SMFDB 023,1.92,0.97,1.11,0.82,0.81,5,48.55,2.38,GD,0.3,H1,0.2,S1,,F1,,B1,FOFEM 61,,3,8,7
172,1,2,0,0,SAF 206,Engelmann Spruce - Subalpine Fir,FOFEM 061,0.6,0.23,0.67,1.1,20,5,30,1.6,GC,0.15,H1,0.2,S1,6,F1,3.9,B1,,,3,8,7
173,1,2,0,0,SAF 206,Engelmann Spruce - Subalpine Fir - ex from Habeck; '76,SMFDB 081,0.6,0.24,0.67,0.89,12.5,5,41.19,1.89,GC,0.1,H1,0.35,S1,,F1,,B1,FOFEM 61,,3,8,7
174,0,2,0,0,SAF 207,Red Fir,FOFEM 061,0.6,0.23,0.67,1.1,20,5,30,1.6,GC,0.15,H1,0.2,S1,6,F1,3.9,B1,,,3,8,7
175,0,2,0,0,SAF 207,Red Fir - ex from CA.; van Wagtendonk & Sydoriak 1998,SMFDB 025,0.69,2.35,3.05,2.26,1.24,5,39.25,1.92,GC,0.3,H1,0.2,S1,,F1,,B1,FOFEM 61,,3,8,7
176,1,2,0,0,SAF 208,Whitebark Pine,FOFEM 101,0.3,0.1,0.6,0.5,7,5,10,0.8,GB,0.2,H1,0.4,S1,,F1,,B1,,,3,8,7
177,1,0,0,0,SAF 209,Bristlecone Pine,FOFEM 101,0.3,0.1,0.6,0.5,7,5,10,0.8,GD,0.2,H1,0.4,S1,,F1,,B1,,,3,8,7
178,1,2,0,0,SAF 210,Interior Douglas-fir,FOFEM 031,0.6,0.23,0.67,0.8,7,5,10,1,GC,0.2,H1,0.35,S1,6,F1,3,B1,,,3,8,7
180,1,2,0,0,SAF 210,Interior Douglas-fir - ex. From Habeck; '76,SMFDB 078,0.6,0.33,0.92,1.44,6.58,5,29.69,1.38,GC,0.18,H1,0.13,S1,,F1,,B1,FOFEM 31,,3,8,7
182,1,2,0,0,SAF 211,White Fir,FOFEM 061,0.6,0.23,0.67,0.9,20,5,30,1.6,GC,0.15,H1,0.35,S1,6,F1,3.9,B1,,,3,8,7
205,1,2,0,0,SAF 211,White Fir - ex. From CA.; van Wagtendonk and Sydoriak; '98,SMFDB 031,0.57,1.29,1.65,0.87,0.79,5,35.57,2.54,GC,0.15,H1,0.35,S1,,F1,,B1,FOFEM 61,,3,8,7
300,1,2,0,0,SAF 212,Western Larch,FOFEM 031,0.6,0.23,0.67,0.8,7,5,10,1,GC,0.2,H1,0.35,S1,6,F1,3,B1,,,3,8,7
306,1,2,0,0,SAF 213,Grand Fir,FOFEM 071,0.6,0.2,0.5,1.5,14,5,25,1.4,GC,0.15,H1,0.25,S1,8,F1,3.2,B1,,,3,8,7
147,1,2,0,0,SAF 213,Grand Fir - example 1 From Habeck; '76,SMFDB 079,0.6,0.28,0.79,1.13,9.2,5,51.11,2.32,GC,0.1,H1,0.19,S1,,F1,,B1,FOFEM 71,,3,8,7
179,1,2,0,0,SAF 213,Grand Fir - example 2 From Habeck; '76,SMFDB 356,0.36,0.36,0.4,0.72,15.21,5,28.05,1.65,GC,0.12,H1,0.13,S1,,F1,,B1,,,3,8,7
183,1,0,0,0,SAF 215,Western White Pine,FOFEM 041,0.8,0.15,0.85,0.8,40,5,30,2,GA,0.15,H1,0.25,S1,4,F1,2.8,B1,,,3,8,7
184,1,0,0,0,SAF 215,Western White Pine - ex. from van Wagtendonk and Sydoriak; '98,SMFDB 030,0.57,0.4,0.72,0.39,0,0,11.42,0.71,GA,0.15,H1,0.25,S1,,F1,,B1,FOFEM 41,,3,8,7
204,1,0,0,0,SAF 216,Blue Spruce,FOFEM 051,1,0.23,0.67,1.3,20,5,20,1.1,GC,0.15,H1,0.25,S1,6,F1,3.8,B1,,,3,8,7
307,1,2,0,0,SAF 217,Aspen,FOFEM 111,0.9,0.2,0.8,1.5,7,5,5,0.6,GD,0.35,H1,0.4,S1,,F1,,B1,,,3,8,7
308,1,2,0,0,SAF 217,Aspen - ex. from Brown and Simmerman; '86,SMFDB 152,1.41,0.13,0.76,1.86,2.76,5,5,0.6,GD,0.41,H1,1.1,S1,,F1,,B1,FOFEM 111,,3,8,7
312,1,2,0,0,SAF 218,Lodgepole Pine,FOFEM 091,0.6,0.18,0.72,0.6,15,5,15,1.1,GB,0.2,H1,0.25,S1,6,F1,4.8,B1,,,3,8,7
313,1,2,0,0,SAF 218,Lodgepole Pine - ex. From Habeck; '76,SMFDB 362,0.27,0.22,0.5,1.28,1.61,5,32.02,1.5,GB,0.36,H1,0.49,S1,,F1,,B1,,,3,8,7
255,1,0,0,0,SAF 219,Limber Pine,FOFEM 101,0.3,0.1,0.6,0.5,7,5,10,0.8,GD,0.2,H1,0.4,S1,,F1,,B1,,,3,8,7
261,1,2,0,0,SAF 220,Rocky Mountain Juniper,CFM,,,,,,,,,,,H1,,S1,,F1,,B1,,,3,8,7
262,0,2,0,0,SAF 221,Red Alder,CFM,,,,,,,,,,,H1,,S1,,F1,,B1,,,3,8,7
267,0,2,0,0,SAF 222,Black Cottonwood - Willow,CFM Riparian,,,,,,,,,,,H1,,S1,,F1,,B1,,,3,8,7
278,0,2,0,0,SAF 223,Sitka Spruce,FOFEM 171,1,0.9,2.1,2.8,50,5,35,2,GC,0.2,H1,0.35,S1,,F1,,B1,,,3,8,7
279,1,2,0,0,SAF 224,Western Hemlock,FOFEM 171,1,0.9,2.1,2.8,50,5,35,2,GC,0.2,H1,0.35,S1,,F1,,B1,,,3,8,7
280,0,2,0,0,SAF 225,Western Hemlock - Sitka Spruce,FOFEM 171,1,0.9,2.1,2.8,50,5,35,2,GC,0.2,H1,0.35,S1,,F1,,B1,,,3,8,7
171,0,2,0,0,SAF 226,Coastal True Fir - Hemlock,FOFEM 171,1,0.9,2.1,2.8,50,5,35,2,GC,0.2,H1,0.35,S1,,F1,,B1,,,3,8,7
282,1,2,0,0,SAF 227,Western Redcedar - Western Hemlock,FOFEM 171,1,0.9,2.1,2.8,50,5,35,2,GC,0.2,H1,0.35,S1,,F1,,B1,,,3,8,7
283,1,2,0,0,SAF 228,Western Redcedar,FOFEM 171,1,0.9,2.1,2.8,50,5,35,2,GC,0.2,H1,0.35,S1,,F1,,B1,,,3,8,7
294,1,2,0,0,SAF 228,Western Redcedar - ex. from Habeck; '76,SMFDB 080,1,0.35,1.04,1.58,24.41,5,55.96,2.56,GC,0.09,H1,0.03,S1,,F1,,B1,FOFEM 171,,3,8,7
295,0,2,0,0,SAF 229,Pacific Douglas-fir,FOFEM 171,1,0.9,2.1,2.8,50,5,35,2,GC,0.2,H1,0.35,S1,,F1,,B1,,,3,8,7
297,0,2,0,0,SAF 230,Douglas-fir - Western Hemlock,FOFEM 171,1,0.9,2.1,2.8,50,5,35,2,GC,0.2,H1,0.35,S1,,F1,,B1,,,3,8,7
,0,2,0,0,SAF 231,Port Orford-Cedar,FOFEM 171,1,0.9,2.1,2.8,50,5,35,2,GC,0.2,H1,0.35,S1,,F1,,B1,,,3,8,7
,0,2,0,0,SAF 232,Redwood,FOFEM 171,1,0.9,2.1,2.8,50,5,35,2,GC,0.2,H1,0.35,S1,,F1,,B1,,,3,8,7
,0,2,0,0,SAF 233,Oregon White Oak,CFM West. Oak,,,,,,,,,,,H1,,S1,,F1,,B1,,,3,8,7
,0,2,0,0,SAF 234,Douglas-fir - Tanoak - Pacific Madrone,FOFEM 241,1,0.7,2.1,1.5,6,5,25,1.5,GC,0.2,H1,0.35,S1,,F1,,B1,,,3,8,7
,1,0,0,0,SAF 235,Cottonwood - Willow,CFM Riparian,,,,,,,,,,,H1,,S1,,F1,,B1,,,2,8,7
,1,2,0,0,SAF 237,Interior Ponderosa Pine,FOFEM 011,1.4,0.07,0.63,0.8,5,5,5,0.6,GA,0.2,H1,0.4,S1,6,F1,0.7,B1,,PN,3,8,7
,1,2,0,0,SAF 237,Interior Ponderosa Pine - ex. From Habeck; '76,SMFDB 077,1.4,0.03,0.49,0.57,3.83,5,20.49,0.91,GA,0.17,H1,0.09,S1,,F1,,B1,FOFEM 11,PN,3,8,7
,1,2,0,0,SAF 238,Western Juniper - ex. from photoseries PMS-831,PMS-830,0.13,0.04,0.05,0,0,0,0,0,GD,0.08,H1,0.23,S1,,F1,,B1,,,3,8,7
193,1,2,0,0,SAF 238,Western Juniper - ex. from van Wagtendonk and Sydoriak; '98,SMFDB 029,0.04,0.17,0.49,0.35,0,0,10.19,0.5,GD,0.08,H1,0.23,S1,,F1,,B1,PMS-830,,3,8,7
,1,0,0,0,SAF 240,Arizona Cypress,CFM,,,,,,,,,,,H1,,S1,,F1,,B1,,,3,8,7
,1,0,0,0,SAF 241,Western Live Oak,CFM West. Oak,,,,,,,,,,,H1,,S1,,F1,,B1,,,4,8,7
,1,2,0,0,SAF 242,Mesquite (moderate shrub cover),FOFEM 341,0.11,0,0,0,0,0,0,0,GD,0.4,H1,2.28,S1,,F1,,B1,,,4,8,7
210,1,2,0,0,SAF 242,Mesquite (low shrub cover),FOFEM 501,0.07,0,0,0,0,0,0,0,GD,0.45,H1,1.26,S1,,F1,,B1,,,4,8,7
211,1,2,0,0,SAF 242,Mesquite (high shrub cover),FOFEM 511,0.14,0,0,0,0,0,0,0,GD,0.35,H1,3.66,S1,,F1,,B1,,,4,8,7
212,0,2,0,0,SAF 243,Sierra Nevada Mixed Conifer - FOFEM 081,FOFEM 081,1.5,0.25,0.75,1.5,20,5,40,3,GC,0.2,H1,0.4,S1,6,F1,3,B1,,,3,8,7
163,0,2,0,0,SAF 243,Sierra Nevada Mixed Conifer - SMFDB 027,SMFDB 027,3.31,0.64,0.79,1.74,0.42,5,38.89,2.35,GC,0.2,H1,0.4,S1,,F1,,B1,FOFEM 81,,3,8,7
,0,2,0,0,SAF 244,Pacific Ponderosa Pine - Douglas-fir,FOFEM 081,1.5,0.25,0.75,1.5,20,5,40,3,GA,0.2,H1,0.4,S1,6,F1,3,B1,,PN,3,8,7
226,0,2,0,0,SAF 245,Pacific Ponderosa Pine,FOFEM 021,1.5,0.1,0.9,1,10,5,25,2,GA,0.2,H1,0.4,S1,6,F1,0.7,B1,,PN,3,8,7
,0,2,0,0,SAF 245,Pacific Ponderosa Pine - ex. from van Wagtendonk and Sydoriak; '98,SMFDB 024,2.51,0.06,0.96,1.16,2.26,5,50.45,3.1,GA,0.2,H1,0.4,S1,,F1,,B1,FOFEM 21,PN,3,8,7
,0,2,0,0,SAF 246,California Black Oak,CFM West. Oak,,,,,,,,,,,H1,,S1,,F1,,B1,,,3,8,7
,1,2,0,0,SAF 247,Jeffrey Pine,FOFEM 021,1.5,0.1,0.9,1,10,5,25,2,GA,0.2,H1,0.4,S1,6,F1,0.7,B1,,PN,3,8,7
,1,2,0,0,SAF 247,Jeffrey Pine - ex. from van Wagtendonk and Sydoriak; '98,SMFDB 019,1.68,0.11,0.87,0.33,0,0,39.99,2.12,GA,0.2,H1,0.4,S1,,F1,,B1,FOFEM 21,PN,3,8,7
,0,2,0,0,SAF 248,Knobcone Pine,SMFDB 020,2.61,0.31,0.33,0.41,0,0,21.57,1.1,GD,0.2,H1,0.4,S1,,F1,,B1,FOFEM 11,,3,8,7
,0,2,0,0,SAF 249,Canyon Live Oak,CFM West. Oak,,,,,,,,,NA,,H1,,S1,,F1,,B1,,,3,8,7
,0,2,0,0,SAF 250,Blue Oak - Digger Pine,SMFDB 015,1.51,0.29,0.41,0.3,0,0,12.22,1.27,GD,0.2,H1,0.4,S1,,F1,,B1,,,3,8,7
,0,2,0,0,SAF 251,White Spruce - Aspen,PMS-831,2.61,0.5,0.8,2.1,4.1,5,20.81,2.7,GC,0.04,H1,0.5,S1,,F1,,B1,,BBS,3,8,7
,1,2,0,0,SAF 252,Paper Birch,FOFEM 561,0.9,0.2,0.8,1,3,5,5,0.5,GD,0.3,H1,0.5,S1,,F1,,B1,,,3,8,7
,0,2,0,0,SAF 253,Black Spruce - White Spruce,PMS-831,6.09,0.1,0.2,0.1,1.2,5,125.84,9.1,GC,0.33,H1,1.57,S1,,F1,,B1,,BBS,3,8,7
,0,2,0,0,SAF 254,Black Spruce - Paper Birch,PMS-831,3.37,0.2,0.4,2,5.9,5,49.51,3.5,GC,0.52,H1,1.68,S1,,F1,,B1,,BBS,3,8,7
276,0,2,0,0,SAF 255,California Coast Live Oak,CFM West. Oak,,,,,,,,,,,H1,,S1,,F1,,B1,,,3,8,7
80,0,2,0,0,SAF 256,California Mixed Subalpine,SMFDB 016,0.79,0.83,0.62,0,0,0,16.28,0.63,GC,0.2,H1,0.25,S1,,F1,,B1,FOFEM 91,,3,8,7
259,1,2,0,0,SRM 101,Bluebunch Wheatgrass,Shiflet 1994,0,0,0,0,0,0,0,0,GD,0.59,H1,0,S1,,F1,,B1,,GG,5,8,7
260,1,2,0,0,SRM 102,Idaho Fescue,Shiflet 1994,0,0,0,0,0,0,0,0,GD,1.25,H1,0,S1,,F1,,B1,,GG,5,8,7
263,1,2,0,0,SRM 103,Green Fescue,FOFEM 291,0,0,0,0,0,0,0,0,GD,1.25,H1,0,S1,,F1,,B1,,GG,5,8,7
268,1,2,0,0,SRM 104,Antelope Bitterbrush-Bluebunch Wheatgrass,PMS-830,0.11,0.1,0.06,0,0,0,0,0,GD,0.44,H1,2.49,S1,,F1,,B1,,GG,4,8,7
269,1,2,0,0,SRM 105,Antelope Bitterbrush-Idaho Fescue,PMS-830,0.11,0.1,0.06,0,0,0,0,0,GD,0.44,H1,2.49,S1,,F1,,B1,,GG,4,8,7
274,1,2,0,0,SRM 106,Bluegrass Scabland,FOFEM 271,0,0,0,0,0,0,0,0,GD,0.63,H1,0,S1,,F1,,B1,,GG,5,8,7
275,1,2,0,0,SRM 107,Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,PMS-830,0.13,0.05,0.16,0.4,2.3,5,0,0,GD,0.14,H1,0.39,S1,,F1,,B1,,SB,4,8,7
277,1,2,0,0,SRM 108,Alpine Idaho Fescue,FOFEM 281,0,0,0,0,0,0,0,0,GD,0.95,H1,0,S1,,F1,,B1,,GG,5,8,7
207,1,2,0,0,SRM 109,Ponderosa Pine Shrublands,FOFEM 011,1.4,0.07,0.63,0.8,5,5,5,0.6,GD,0.1,H1,0.5,S1,6,F1,0.7,B1,,,4,8,7
53,1,2,0,0,SRM 110,Ponderosa Pine Grasslands,FOFEM 011,1.4,0.07,0.63,0.8,5,5,5,0.6,GD,0.5,H1,0.1,S1,6,F1,0.7,B1,,GG,5,8,7
,1,2,0,0,SRM 201,Blue Oak Woodland,CFM West. Oak,,,,,,,,,,,H1,,S1,,F1,,B1,,,5,8,7
,1,2,0,0,SRM 202,Coast Live Oak Woodland,CFM West. Oak,,,,,,,,,,,H1,,S1,,F1,,B1,,,5,8,7
,0,2,0,0,SRM 203,Riparian Woodland,CFM Riparian,,,,,,,,,,,H1,,S1,,F1,,B1,,,4,8,7
,0,2,0,0,SRM 204,North Coastal Shrub,CFM,,,,,,,,,,,H1,,S1,,F1,,B1,,,4,8,7
,1,0,0,0,SRM 205,Coastal Sage Shrub,PMS-833,7.4,0,0,0,0,0,0,0,GD,0,H1,9.6,S1,,F1,,B1,,SB,4,8,7
54,1,2,0,0,SRM 206,Chamise Chaparral,PMS-833,0,0,0,0,0,0,0,0,GD,0,H1,13.5,S1,,F1,,B1,,SG,4,8,7
,1,2,0,0,SRM 207,Scrub Oak Mixed Chaparral,CFM,,,,,,,,,,,H1,,S1,,F1,,B1,,SG,4,8,7
,1,2,0,0,SRM 208,Ceanothus Mixed Chaparral,PMS-833,0,0,0,0,0,0,0,0,GD,0,H1,38.7,S1,,F1,,B1,,SG,4,8,7
,1,2,0,0,SRM 209,Montane Shrubland,FOFEM 331,0.5,0,0,0,0,0,2,0.2,GD,0.1,H1,10,S1,,F1,,B1,,,4,8,7
,0,2,0,0,SRM 210,Bitterbrush,PMS-830,0.11,0.1,0.06,0,0,0,0,0,GD,0.44,H1,2.5,S1,,F1,,B1,,SG,4,8,7
,1,0,0,0,SRM 211,Creasote Bush Scrub (moderate shrub cover),FOFEM 341,0.11,0,0,0,0,0,0,0,GD,0.2,H1,2.28,S1,,F1,,B1,,SG,4,8,7
59,1,0,0,0,SRM 211,Creasote Bush Scrub (low shrub cover),FOFEM 501,0.07,0,0,0,0,0,0,0,GD,0.23,H1,1.26,S1,,F1,,B1,,SG,4,8,7
,1,0,0,0,SRM 211,Creasote Bush Scrub (high shrub cover),FOFEM 511,0.14,0,0,0,0,0,0,0,GD,0.17,H1,3.66,S1,,F1,,B1,,SG,4,8,7
,1,2,0,0,SRM 212,Blackbush (moderate shrub cover),FOFEM 341,0.11,0,0,0,0,0,0,0,GD,0.2,H1,2.28,S1,,F1,,B1,,SG,4,8,7
,1,2,0,0,SRM 212,Blackbush (low shrub cover),FOFEM 501,0.07,0,0,0,0,0,0,0,GD,0.23,H1,1.26,S1,,F1,,B1,,SG,4,8,7
,1,2,0,0,SRM 212,Blackbush (high shrub cover),FOFEM 511,0.14,0,0,0,0,0,0,0,GD,0.17,H1,3.66,S1,,F1,,B1,,SG,4,8,7
,0,2,0,0,SRM 213,Alpine Grassland,FOFEM 281,0,0,0,0,0,0,0,0,GD,0.95,H1,0,S1,,F1,,B1,,,5,8,7
60,0,2,0,0,SRM 214,Coastal Prairie,Shiflet 1994,0,0,0,0,0,0,0,0,GD,1.35,H1,0,S1,,F1,,B1,,GG,5,8,7
,0,2,0,0,SRM 215,Valley Grassland (Annual Grassland),Shiflet 1994,0,0,0,0,0,0,0,0,GD,1.8,H1,0,S1,,F1,,B1,,GG,5,8,7
,0,2,0,0,SRM 216,Montane Meadow,Shiflet 1994,0,0,0,0,0,0,0,0,GD,1.25,H1,0,S1,,F1,,B1,,GG,5,8,7
,0,2,0,0,SRM 217,Wetlands,FOFEM 311,0,0,0,0,0,0,0,0,GD,4.5,H1,0,S1,,F1,,B1,,,5,8,7
,1,0,0,0,SRM 301,Bluebunch Wheatgrass - Blue Grama,FOFEM 281,0,0,0,0,0,0,0,0,GD,0.95,H1,0,S1,,F1,,B1,,GG,5,8,7
,1,0,0,0,SRM 302,Bluebunch Wheatgrass - Sandberg Bluegrass,FOFEM 281,0,0,0,0,0,0,0,0,GD,0.95,H1,0,S1,,F1,,B1,,GG,5,8,7
57,1,0,0,0,SRM 303,Bluebunch Wheatgrass - Western Wheatgrass,FOFEM 281,0,0,0,0,0,0,0,0,GD,0.95,H1,0,S1,,F1,,B1,,GG,5,8,7
,1,0,0,0,SRM 304,Idaho Fescue - Bluebunch Wheatgrass,FOFEM 281,0,0,0,0,0,0,0,0,GD,0.95,H1,0,S1,,F1,,B1,,GG,5,8,7
,1,0,0,0,SRM 305,Idaho Fescue - Richardson Needlegrass,FOFEM 281,0,0,0,0,0,0,0,0,GD,0.95,H1,0,S1,,F1,,B1,,GG,5,8,7
,1,0,0,0,SRM 306,Idaho Fescue - Slender Wheatgrass,FOFEM 281,0,0,0,0,0,0,0,0,GD,0.95,H1,0,S1,,F1,,B1,,GG,5,8,7
,1,0,0,0,SRM 307,Idaho Fescue - Threadleaf Sedge,FOFEM 281,0,0,0,0,0,0,0,0,GD,0.95,H1,0,S1,,F1,,B1,,GG,5,8,7
,1,0,0,0,SRM 308,Idaho Fescue - Tufted Hairgrass,FOFEM 291,0,0,0,0,0,0,0,0,GD,1.25,H1,0,S1,,F1,,B1,,GG,5,8,7
58,1,0,0,0,SRM 309,Idaho Fescue - Western Wheatgrass,FOFEM 281,0,0,0,0,0,0,0,0,GD,0.95,H1,0,S1,,F1,,B1,,GG,5,8,7
,1,0,0,0,SRM 310,Needle-and-Thread - Blue Grama,FOFEM 271,0,0,0,0,0,0,0,0,GD,0.63,H1,0,S1,,F1,,B1,,GG,5,8,7
,1,0,0,0,SRM 311,Rough Fescue - Bluebunch Wheatgrass,FOFEM 281,0,0,0,0,0,0,0,0,GD,0.95,H1,0,S1,,F1,,B1,,GG,5,8,7
,1,0,0,0,SRM 312,Rough Fescue - Idaho Fescue,FOFEM 291,0,0,0,0,0,0,0,0,GD,1.25,H1,0,S1,,F1,,B1,,GG,5,8,7
,1,0,0,0,SRM 313,Tufted Hairgrass - Sedge,FOFEM 291,0,0,0,0,0,0,0,0,GD,1.25,H1,0,S1,,F1,,B1,,GG,5,8,7
,1,0,0,0,SRM 314,Big Sagebrush - Bluebunch Wheatgrass (moderate shrub cover),FOFEM 321,0.11,0,0,0,0,0,0,0,GD,0.4,H1,2.28,S1,,F1,,B1,,SB,4,8,7
,1,0,0,0,SRM 314,Big Sagebrush - Bluebunch Wheatgrass (low shrub cover),FOFEM 461,0.07,0,0,0,0,0,0,0,GD,0.45,H1,1.26,S1,,F1,,B1,,SB,4,8,7
,1,0,0,0,SRM 314,Big Sagebrush - Bluebunch Wheatgrass (high shrub cover),FOFEM 471,0.14,0,0,0,0,0,0,0,GD,0.35,H1,3.66,S1,,F1,,B1,,SB,4,8,7
,1,0,0,0,SRM 315,Big Sagebrush - Idaho Fescue (moderate shrub cover),FOFEM 321,0.11,0,0,0,0,0,0,0,GD,0.4,H1,2.28,S1,,F1,,B1,,SB,4,8,7
,1,0,0,0,SRM 315,Big Sagebrush - Idaho Fescue (low shrub cover),FOFEM 461,0.07,0,0,0,0,0,0,0,GD,0.45,H1,1.26,S1,,F1,,B1,,SB,4,8,7
,1,0,0,0,SRM 315,Big Sagebrush - Idaho Fescue (high shrub cover),FOFEM 471,0.14,0,0,0,0,0,0,0,GD,0.35,H1,3.66,S1,,F1,,B1,,SB,4,8,7
,1,0,0,0,SRM 315,Big Sagebrush - Idaho Fescue - ex from Gruell and others; '86,SMFDB 336,0,0,0,0,0,0,0,0,GD,1.49,H1,0.97,S1,,F1,,B1,,SB,4,8,7
65,1,0,0,0,SRM 316,Big Sagebrush - Rough Fescue (moderate shrub cover),FOFEM 321,0.11,0,0,0,0,0,0,0,GD,0.4,H1,2.28,S1,,F1,,B1,,SB,4,8,7
,1,0,0,0,SRM 316,Big Sagebrush - Rough Fescue (low shrub cover),FOFEM 461,0.07,0,0,0,0,0,0,0,GD,0.45,H1,1.26,S1,,F1,,B1,,SB,4,8,7
,1,0,0,0,SRM 316,Big Sagebrush - Rough Fescue (high shrub cover),FOFEM 471,0.14,0,0,0,0,0,0,0,GD,0.35,H1,3.66,S1,,F1,,B1,,SB,4,8,7
,1,0,0,0,SRM 317,Bitterbrush - Bluebunch Wheatgrass (moderate shrub cover),FOFEM 321,0.11,0,0,0,0,0,0,0,GD,0.4,H1,2.28,S1,,F1,,B1,,,4,8,7
,1,0,0,0,SRM 317,Bitterbrush - Bluebunch Wheatgrass (low shrub cover),FOFEM 461,0.07,0,0,0,0,0,0,0,GD,0.45,H1,1.26,S1,,F1,,B1,,,4,8,7
,1,0,0,0,SRM 317,Bitterbrush - Bluebunch Wheatgrass (high shrub cover),FOFEM 471,0.14,0,0,0,0,0,0,0,GD,0.35,H1,3.66,S1,,F1,,B1,,,4,8,7
285,1,0,0,0,SRM 318,Bitterbrush - Idaho Fescue (moderate shrub cover),FOFEM 321,0.11,0,0,0,0,0,0,0,GD,0.4,H1,2.28,S1,,F1,,B1,,,4,8,7
,1,0,0,0,SRM 318,Bitterbrush - Idaho Fescue (low shrub cover),FOFEM 461,0.07,0,0,0,0,0,0,0,GD,0.45,H1,1.26,S1,,F1,,B1,,,4,8,7
,1,0,0,0,SRM 318,Bitterbrush - Idaho Fescue (high shrub cover),FOFEM 471,0.14,0,0,0,0,0,0,0,GD,0.35,H1,3.66,S1,,F1,,B1,,,4,8,7
,1,0,0,0,SRM 318,Bitterbrush - Idaho Fescue - ex. From photoseries PMS-830,PMS-830,0.11,0.1,0.06,0,0,0,0,0,GD,0.44,H1,2.5,S1,,F1,,B1,,,4,8,7
,1,0,0,0,SRM 319,Bitterbrush - Rough Fescue (moderate shrub cover),FOFEM 321,0.11,0,0,0,0,0,0,0,GD,0.4,H1,2.28,S1,,F1,,B1,,,4,8,7
,1,0,0,0,SRM 319,Bitterbrush - Rough Fescue (low shrub cover),FOFEM 461,0.07,0,0,0,0,0,0,0,GD,0.45,H1,1.26,S1,,F1,,B1,,,4,8,7
185,1,0,0,0,SRM 319,Bitterbrush - Rough Fescue (high shrub cover),FOFEM 471,0.14,0,0,0,0,0,0,0,GD,0.35,H1,3.66,S1,,F1,,B1,,,4,8,7
,1,0,0,0,SRM 320,Black Sagebrush - Bluebunch Wheatgrass (moderate shrub cover),FOFEM 321,0.11,0,0,0,0,0,0,0,GD,0.4,H1,2.28,S1,,F1,,B1,,SB,4,8,7
187,1,0,0,0,SRM 320,Black Sagebrush - Bluebunch Wheatgrass (low shrub cover),FOFEM 461,0.07,0,0,0,0,0,0,0,GD,0.45,H1,1.26,S1,,F1,,B1,,SB,4,8,7
188,1,0,0,0,SRM 320,Black Sagebrush - Bluebunch Wheatgrass (high shrub cover),FOFEM 471,0.14,0,0,0,0,0,0,0,GD,0.35,H1,3.66,S1,,F1,,B1,,SB,4,8,7
,1,0,0,0,SRM 321,Black Sagebrush - Idaho Fescue (moderate shrub cover),FOFEM 321,0.11,0,0,0,0,0,0,0,GD,0.4,H1,2.28,S1,,F1,,B1,,SB,4,8,7
190,1,0,0,0,SRM 321,Black Sagebrush - Idaho Fescue (low shrub cover),FOFEM 461,0.07,0,0,0,0,0,0,0,GD,0.45,H1,1.26,S1,,F1,,B1,,SB,4,8,7
191,1,0,0,0,SRM 321,Black Sagebrush - Idaho Fescue (high shrub cover),FOFEM 471,0.14,0,0,0,0,0,0,0,GD,0.35,H1,3.66,S1,,F1,,B1,,SB,4,8,7
192,1,0,0,0,SRM 322,Curlleaf Mountain-Mahogany - Bluebunch Wheatgrass,FOFEM 321,0.11,0,0,0,0,0,0,0,GD,0.4,H1,2.28,S1,,F1,,B1,,,4,8,7
