# Version 6.0   Fuel Loading File - must be same number as the Fofem program's
# This file comes from DL's spread sheet - Sept 20 2012
# NOTE: this file now contains foliage and branch loads whereas the previous versions of this file did not
#
#        1         2         3         4         5         6         7         8         9         10        11        12        13        14        15        16        17        18        19        200
#234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012
# Reg                                    Name                                                      F Litter   Duff  Depth  Shrub   Herb    1Hr   10Hr  100Hr   3-9S  9-20S   20+S   3-9R  9-20R   20+R CTG
#_-_-  ___________________________________________________________________________________________ _ ------ ______ ------ ______ ------ ______ ------ ______ ------ ______ ------ ______ ------ ______ ---
 P     221 Wheatgrass -- ryegrass grassland                                                        x   4.14      0      0      0   0.25      0      0      0      0      0      0      0      0      0  GG
 I     222 Interior ponderosa pine forest                                                          x    1.5   2.34   0.02   0.05   0.02    0.1    0.3    0.5    0.5      1      0    0.3      0      0  PN
 I     223 Douglas-fir -- white fir -- interior ponderosa pine forest                              x   0.91   1.86   0.02   0.07   0.11    0.1    0.2    0.6    0.6    2.6      0    1.5    1.9      0  PN
 I     224 Quaking aspen forest                                                                    x   0.92  11.88   0.08   0.42   1.05    0.2    0.6    5.9    5.9    1.9      0    2.8    0.9      0
 I     225 Quaking aspen forest                                                                    x   0.92   1.04   0.03   0.35   0.55    0.1    0.1    6.9    6.9    3.3    2.1    1.8      1      0
 I     226 White fir -- gambel oak forest                                                          x    1.2   23.4   0.15   0.04   0.08    0.6    0.9    7.1    7.1      0      0    1.5      0      0
 I     227 White fir forest                                                                        x    1.2   19.8   0.12   0.04   0.06    0.3    0.4    6.7    6.7      0      0    1.5    5.9      0
 I     228 Interior ponderosa pine -- limber pine forest                                           x    1.5   5.46   0.05   1.35   0.21    0.1    0.6    0.8    0.8    0.7      1    0.1    0.9      0  PN
 I     229 Ponderosa pine / Utah juniper forest                                                    x      3   1.36   0.03      0   0.05    0.2      1    2.3    2.3      0      0      0      0      0  PN
 I     230 Pinyon -- Utah juniper forest                                                           x    0.9   1.56   0.03   0.02   0.06    0.2    0.5    0.5    0.5    0.5      0      0      0      0
 I     231 Gambel oak -- Rocky Mountain juniper -- ponderosa pine forest                           x   3.07   4.68    0.1    1.2   0.12    0.5    0.5      5      5      2      0      1      1      0  PN
 I     232 Mesquite savanna                                                                        x   1.47      0      0   0.49    0.5      0      0      0      0      0      0      0      0      0
 I     233 Sagebrush shrubland                                                                     x      0      0      0   1.25   0.06      0      0      0      0      0      0      0      0      0  SB
 I     234 Sagebrush shrubland                                                                     x      0      0      0   0.24   0.11      0      0      0      0      0      0      0      0      0  SB
 P     235 Idaho fescue -- bluebunch wheatgrass grassland                                          x   0.23      0      0      0   2.01      0      0      0      0      0      0      0      0      0  GG
 I     236 Tobosa -- grama grassland                                                               x      0      0      0   0.11   0.05      0      0      0      0      0      0      0      0      0  GG
 P     237 Huckleberry -- heather shrubland                                                        x   1.25      0      0   2.19   0.06      0      0      0      0      0      0      0      0      0  SG
 P     238 Pacific silver fir -- mountain hemlock forest                                           x   1.43  25.48   0.17   0.16    0.1    0.2    0.2    0.2    0.2      6    2.5    0.5     17      7 WPH
 P     239 Douglas-fir -- sugar pine -- tanoak forest                                              x    0.3   4.71   0.03    3.9   0.02    0.3    0.8      1      1      1      0      8      6      1
 S     240 Saw palmetto / three-awned grass shrubland                                              x   2.38      0   0.17   3.85    0.2      0      0      0      0      0      0      0      0      0  GG
 S     241 Longleaf pine -- loblolly pine forest                                                   x    2.9   7.41   0.05   2.81    0.2    0.2    3.5   14.5   14.5   21.5      0    0.4    0.6      0
 S     242 Longleaf pine -- loblolly pine forest                                                   x    0.2   2.47   0.02   0.73    0.3   0.02    1.5     12     12     18      0    0.4    0.6      0
 S     243 Pitch pine / scrub oaks shrubland                                                       x   2.76   6.83   0.06   0.18    0.1    1.5    0.9    2.1    2.1    0.5      0      0      0      0  SG
 P     260 Ohia / uluhe forest                                                                     x   5.58      0      0   0.21      6    0.1    0.2      0      0      0      0      0      0      0
 P     261 Pili grass -- broomsedge bluestem grassland                                             x   1.15      0      0   0.38      2    0.1      0      0      0      0      0      0      0      0  GG
 P     262 Molasses grass grassland                                                                x    4.6      0      0   0.14      6      0      0      0      0      0      0      0      0      0  GG
 P     263 Ohia / broomsedge bluestem savanna                                                      x   3.45      0      0   0.55      3    0.1    0.1      0      0      0      0      0      0      0
 S     264 Post oak -- blackjack oak forest                                                        x   3.06   2.94   0.03   1.07   1.25    0.3    0.7      0      0      0      0      0      0      0
 I     265 Balsam fir -- white spruce -- mixed hardwoods forest                                    x   3.06   11.2   0.17   0.65      1    0.5    0.6    1.1    1.1      2      4    0.2      1      1 BBS
 N     266 Sugar maple -- basswood forest                                                          x    3.1   11.7   0.08   0.34   0.35    0.5      1      3      3      2    0.2    0.5      1    0.2
 N     267 American beech -- yellow birch -- sugar maple -- red spruce fo                          x   4.64   18.7   0.12   0.17    0.1    0.5      1    1.5    1.5      5    0.2    0.5      1    0.2
 N     268 American beech -- yellow birch -- sugar maple -- eastern hemlo                          x   4.64   18.7   0.12   0.12    0.1    0.5      1    1.5    1.5      5    0.2    0.5      1    0.2 WPH
 S     269 Sugar maple -- yellow poplar -- American beech -- oak forest                            x    6.2   23.4   0.17   0.34    0.5      1      1      3      3      2    0.5    2.3    0.5      0
 S     270 Red spruce -- Fraser fir / rhododendron forest                                          x   3.06   20.8   0.17  11.89    0.1    0.8    1.4     15     15     12      0      2      2      0
 S     272 Mangrove forest                                                                         x   0.78    540   3.33   1.09   0.25   0.25      1    0.2    0.2      0      0      3      0      0
 I     273 Engelmann spruce -- Douglas-fir -- white fir -- interior ponde                          x   2.98  16.64   0.13   0.06   0.07   0.25    1.5      5      5    4.5      0      1    1.5      0  PN
 N     274 American beech -- sugar maple forest                                                    x    3.1   11.7   0.08   0.78   0.75    0.3   0.75      2      2      2    0.2    0.5      1    0.2
 S     275 Chestnut oak -- white oak -- northern red oak forest                                    x   5.24   9.95   0.08   3.78   0.15    0.6    0.9    0.4    0.4      0      0    0.8    0.2      0
 S     276 Oak -- pine -- magnolia forest                                                          x   6.18   6.38   0.06   0.69   0.11    0.5    0.5      3      3      1    0.5      0      0      0
 N     279 Black spruce -- northern white cedar -- larch forest                                    x   1.52    342      2   1.13   0.02    0.4      1      4      4      2      0      2      1      0 BBS
 S     280 Bluestem -- Gulf cordgrass grassland                                                    x   2.38      0      0   0.28    3.5      0      0      0      0      0      0      0      0      0  GG
 S     281 Shortleaf pine -- post oak -- black oak forest                                          x    6.1  12.35   0.08   0.38   0.01    0.6    0.9    3.8    3.8    6.1      0    1.1      0      0
 S     282 Loblolly pine forest                                                                    x   6.03   22.1   0.17   1.85   0.02    0.6    1.7      3      3      2      0    0.2      0      0
 S     283 Willow oak -- laurel oak -- water oak forest                                            x   1.55    1.3   0.08    1.9   0.01    0.1    0.2    1.5    1.5    1.5      0    0.5    0.5      0
 I     284 Green ash -- American elm -- silver maple -- cottonwood forest                          x   1.55    1.3   0.08   0.62   0.11      0    0.2    1.5    1.5    1.5      0    0.5    0.5      0
 I     286 Limber pine -- interior ponderosa pine forest                                           x   2.98  12.74   0.12   0.59   0.11    0.2      1      1      1      6      2      2      5     10  PN
 N     287 Eastern white pine -- eastern hemlock forest                                            x   3.02  11.05   0.08   0.32   0.01    0.2    0.4    0.3    0.3      0      0    0.6    0.3      0 WPH
 S     288 Bald cypress -- water tupelo forest                                                     x   1.52    5.2   0.08   0.58   0.01    0.2    0.2      1      1      1      1      1      2      2
 S     289 Pond cypress / Muhlenbergia -- sawgrass savanna                                         x   4.67     30   0.17      0      3    0.1    0.1      0      0      0      0      0      0      0  GG
 S     291 Longleaf pine -- slash pine / saw palmetto forest                                       x   5.16   15.4   0.12    6.7    0.2   0.02    0.4    0.5    0.5      0      0      0      0      0
 P     301 California central valley riparian                                                      x   1.52      2   0.04   0.58    0.2    0.2    0.3      0      0      0      0      0      0      0
 I     302 Intermountain montane subalpine riparian                                                x   1.12    0.4   0.04   0.72    0.3      0      0      0      0      0      0      0      0      0
 PI    303 Warm desert riparian                                                                    x   1.52      2   0.04   0.59      0    0.2    0.3      0      0      0      0      0      0      0
 I     304 Conifer swamp                                                                           x    1.5   28.5   0.25   0.48   0.02    0.4      1      4      4      2      0      2      1      0
 P     305 Red alder                                                                               x   1.54     15   0.08   1.15    0.1    0.2    0.8    0.5    0.5    0.5      0      3      2      0
 P     306 Knobcone pine forest                                                                    x   2.98  12.74   0.12   0.59   0.11    0.2      1      1      1      6      2      2      5     10
 PI    307 Palo verde shrubland                                                                    x      0      0      0   0.19    0.2      0      0      0      0      0      0      0      0      0  SG
 PI    308 Low sagebrush                                                                           x      0      0      0   1.25   0.06   0.06   0.02      0      0      0      0      0      0      0  SB
 PI    309 Blackbrush                                                                              x      0      0      0   0.05    0.1      0      0      0      0      0      0      0      0      0
 I     310 Greasewood                                                                              x   0.76      0      0   0.75    0.1    0.1    0.2      0      0      0      0      0      0      0
 I     311 Salt-desert shrub                                                                       x   0.76      0      0   0.36    0.1    0.1    0.2      0      0      0      0      0      0      0
 I     312 Gambel oak                                                                              x   1.86    1.2   0.03   0.64   0.11    0.2    0.2    0.5    0.5      0      0      0      0      0
 I     313 Mountain Mahogany                                                                       x   1.55    1.2   0.03   0.27    0.1    0.2    0.2    0.5    0.5      0      0      0      0      0
 PI    314 Limber-bristlecone pine                                                                 x   2.32   1.12   0.02   0.43    0.2    0.1    0.4    4.4    4.4   13.6      0      1    0.5      0
 I     315 Interior alpine forb-grass                                                              x   1.15      0   0.04      0   1.35      0      0      0      0      0      0      0      0      0  GG
 P     316 Northern California coastal shrub                                                       x    9.3      0      0   7.81    0.3    0.1    0.1      0      0      0      0      0      0      0
 I     317 Rocky Mountain Maple                                                                    x   1.54      4   0.04    0.2    0.1    0.2    0.8    0.5    0.5    0.5      0      3      2      0
 PINS  318 Bluejoint reedgrass -- water sedge grassland                                            x   1.15   2.25   0.08      0   1.25      0      0      0      0      0      0      0      0      0  GG
 P     319 North Pacific avalanche chute shrubland                                                 x   3.08    1.2   0.03      0      0    0.3    0.4    1.1    1.1      0      0    0.1      0      0  SG
 PI    320 Western Larch Forest Alliance                                                           x      3  14.88   0.14   0.33   0.11    0.7    2.1    0.7    0.7    3.5      0    0.7      8      1
 NS    401 Recently Logged Timberland-Shrubland Cover                                              x   6.04  13.26    0.1   2.41    0.2    0.2      1      2      2      0      0    4.4    1.4      0  SG
 NS    402 Recently Logged Timberland-Woodland Cover                                               x   6.12  13.26    0.1   1.11    0.1    0.9    3.6   10.6   10.6      0      0    4.4    1.4      0
 S     403 Ouachita Montane Oak Forest                                                             x    3.1   1.82   0.02    0.4   0.13    0.3    0.7      0      0      0      0      0      0      0
 NS    404 Southern and Central Appalachian Cove Forest                                            x    6.2    7.2   0.08   1.29    0.3      1      1      3      3      2    0.5    2.3    0.5      0
 NS    405 Central and Southern Appalachian Montane Oak Forest                                     x    3.1   1.82   0.02   2.23   0.13    0.3    0.7      0      0      0      0      0      0      0
 S     407 Southern Coastal Plain Dry Upland Hardwood Forest                                       x    9.3    6.8   0.08    0.4   0.08    0.6    1.2    1.5    1.5    1.8      0    0.8      0      0
 N     408 Eastern Great Plains Tallgrass Aspen Parkland                                           x   1.55    1.2   0.04   0.92   0.14    0.2    0.5    1.5    1.5      0      0      1      0      0  GG
 N     409 Appalachian Shale Barrens                                                               x   1.36      2   0.04   0.18    0.2    0.1    0.2    0.1    0.1      0      0      0      0      0
 S     410 Southern Appalachian Montane Pine Forest and Woodland                                   x   3.05      6   0.08   4.03   0.05    0.1    0.5    0.1    0.1      0      0    0.2      0      0
 S     411 Edwards Plateau Limestone Savanna and Woodland                                          x   1.54   0.39   0.02   0.75   0.23    0.2    0.4    0.2    0.2      0      0      0      0      0
 N     412 Acadian -- Appalachian Alpine and Subalpine Woodlands and Barr                          x   1.55    5.2   0.08   1.38   0.03    0.2    0.7      0      0      0      0      0      0      0
 N     413 Northern Oak Barrens                                                                    x    2.9   1.92   0.03   0.35    0.5    0.2    0.5      1      1    0.5      0    0.2      0      0
 S     417 West Gulf Coastal Plain Glade and Barrens                                               x   1.15   1.12   0.02      0   0.51      0      0      0      0      0      0      0      0      0
 S     419 Llano Uplift Acidic Woodland and Glade                                                  x   1.55   0.39   0.02    0.8   0.23    0.2    0.4    0.2    0.2      0      0      0      0      0
 N     420 Great Lakes Wet-Mesic Lakeplain Prairie                                                 x   3.45    4.8   0.08    0.2    1.8      0      0      0      0      0      0      0      0      0
 N     421 Bluegrass Savanna and Woodland                                                          x   1.51    1.7   0.03   0.06    2.5    0.2    0.4      0      0      0      0      0      0      0  GG
 S     422 Arkansas Valley Prairie and Woodland                                                    x   2.42   9.75   0.08      0   1.55      0      0      0      0      0      0      0      0      0
 S     423 Highland Rim Prairie and Barrens                                                        x   2.38   9.75   0.08      0   1.55      0      0      0      0      0      0      0      0      0
 S     424 Southern Coastal Plain Nonriverine Cypress Dome                                         x   1.45     24   0.33   1.39   0.15    0.2    0.2    0.5    0.5    0.5      0    0.5    0.5      0
 S     425 Gulf Coastal Plain Seepage Swamp and Baygall                                            x   4.65  12.75   0.12   2.55   0.08    0.5    0.5    1.5    1.5    0.5      0    1.5    0.5      0
 S     426 Tamaulipan Riparian Forest                                                              x   1.55   0.12   0.01    0.3    0.3    0.2    0.4    0.2    0.2    0.5      0    0.2    0.5      0
 N     427 Laurentian-Acadian Alkaline Conifer-Hardwood Swamp                                      x   1.52     45   0.33   0.47   0.02    0.4      1      4      4      2      0      2      1      0
 S     428 Melaleuca forest                                                                        x    6.2   15.3   0.12      0   0.23    0.3    0.3    0.5    0.5      0      0      0      0      0
 NS    429 Introduced Upland Vegetation - Tree                                                     x   4.65    6.4   0.08   0.73   0.11    0.4    0.7    1.8    1.8    1.8      0    0.5    0.7      0
 S     430 Mississippi River Alluvial Plain Loess Slope Forest                                     x    6.2    6.8   0.08    1.2   0.09    0.6    1.2    1.5    1.5    1.8      0    0.8    0.8      0
 S     431 East Gulf Coastal Plain Limestone Forest                                                x    6.2    7.2   0.08   1.34    0.3    0.6      1    1.2    1.2      1      0    0.8      0      0
 S     432 South Florida Hardwood Hammock                                                          x    3.1   11.7   0.08   1.78   0.05    0.1    0.2    1.5    1.5    1.5      0    0.5    0.5      0
 S     434 Mississippi River Dune Woodland                                                         x    2.9   4.16   0.03   0.57    0.4    0.2    0.5    0.5    0.5    0.2      0    0.2      0      0
 S     435 Tamaulipan Clay Grassland                                                               x    2.3   1.12   0.02   0.06    0.9      0      0      0      0      0      0      0      0      0  GG
 S     436 South Texas Sand Sheet Grassland                                                        x      0      0      0      0    1.7      0      0      0      0      0      0      0      0      0  GG
 S     437 South Texas Coastal Grassland                                                           x      0      0      0      0    1.7      0      0      0      0      0      0      0      0      0  GG
 S     438 South Florida Cypress Dome                                                              x   1.52     72      1    0.9   0.05    0.2    0.2    0.5    0.5    0.5      0    0.5    0.5      0
 S     439 Carolina Bay savanna                                                                    x   1.19    1.3   0.04   0.55   1.05    0.1   0.16    0.2    0.2      0      0      0      0      0
 S     440 Caribbean Swamp Forest                                                                  x   1.52   20.8   0.33    0.9   0.05    0.2    0.2    0.5    0.5    0.5      0    0.5    0.5      0
 NS    441 Central Interior and Appalachian Swamp Forest                                           x    3.1   20.8   0.17    0.5    0.4    0.2    0.2    1.5    1.5    1.5      0    0.5    0.5      0
 N     442 Great Plains Prairie Pothole                                                            x    2.3     11   0.12      0    2.1      0      0      0      0      0      0      0      0      0
 N     443 Eastern Great Plains Marsh                                                              x    2.3     13   0.12      0    2.1      0      0      0      0      0      0      0      0      0
 NS    445 Central Interior and Appalachian Wetland                                                x    2.5     39   0.25   0.45    1.3      0      0      0      0      0      0      0      0      0
 S     448 Atlantic Coastal Plain Nonriverine Swamp Forest                                         x   1.53   15.6   0.17    4.9   0.11    0.2    0.2      1      1      1      1      1      2      2
 N     449 North-Central Interior Wet Flatwoods                                                    x    3.1   15.3   0.12   0.71   0.08    0.1    0.2    1.5    1.5    1.5      0    0.5    0.5      0
 S     450 Edwards Plateau Slope Forest and Woodland                                               x   1.53   5.85   0.08   0.73   0.23    0.3    0.6    0.4    0.4    0.2      0    0.2    0.1      0
 S     451 Edwards Plateau Mesic Canyon                                                            x   1.55   5.85   0.08   0.72   0.23    0.3    0.6    0.4    0.4    0.2      0    0.2    0.1      0
 NS    453 Ruderal Upland-Old Field                                                                x   2.34      0      0   1.02    1.8      0      0      0      0      0      0      0      0      0
 N     455 Managed Tree Plantation-Northern and Central Hardwood and Coni                          x   2.41  11.05   0.08   0.16    0.2    0.5    0.5      1      1    1.5      0    2.5      3      0
 S     456 Introduced Wetland Vegetation-Tree                                                      x    3.1  11.05   0.08   0.46    0.3    0.5      1      3      3      0      0      1      0      0
 S     457 South Florida Coastal Strand and Maritime Hammock                                       x    2.9     42   0.33    3.7      0    0.5    0.5    1.5    1.5      1      0    1.5      1      0
 S     458 South Texas Lomas                                                                       x   0.29      0      0   5.75   0.15      0      0      0      0      0      0      0      0      0
