# Version 5.9.1 Fuel Loading File - must be same number as the Fofem program's
#
#        1         2         3         4         5         6         7         8         9         10        11        12        13        14        15        16        17        18        19        200
#234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012
# Reg                                    Name                                                      F Litter   Duff  Depth  Shrub   Herb    1Hr   10Hr  100Hr   3-9S  9-20S   20+S   3-9R  9-20R   20+R CTG
#_-_-  ___________________________________________________________________________________________ _ ------ ______ ------ ______ ------ ______ ------ ______ ------ ______ ------ ______ ------ ______ ---
 S     174 Live Oak - Sabal Palm Forest,                                                           x   5.74   6.38   0.75   2.88   0.20   0.50   0.50   0.50   1.50   1.00   0.00   0.00   0.00   0.00
 S     175 Smooth Cordgrass - Black Needlerush Grassland,                                          x   3.45 110.00  12.50   0.00   4.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
 S     176 Smooth Cordgrass - Black Needlerush Grassland with Common Reed Invasion, exotic species x   6.90 298.80  19.00   0.00   4.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
 S     178 Loblolly Pine - Shortleaf Pine Forest,                                                  x   6.06  13.26   1.20   1.95   0.10   0.90   3.60   6.20  10.60   0.00   0.00   4.40   1.40   0.00
 S     180 Red Maple - Oak - Hickory - Sweetgum Forest, Selection cut                              x   6.20  20.80   2.00   0.66   0.25   0.40   0.70   1.40   1.80   1.80   0.00   0.50   0.70   0.00
 S     181 Pond Pine Forest,                                                                       x   4.93  56.00   5.00   3.33   0.00   1.00   1.50   1.50   2.00   1.00   0.50   0.50   0.50   0.00
 S     182 Longleaf Pine - Slash Pine / Saw Palmetto - Gallberry Forest, Fire exclusion            x   5.16  36.40   4.00   6.57   0.20   0.10   0.40   0.30   0.50   0.00   0.00   0.00   0.00   0.00
 S     183 Loblolly Pine - Shortleaf Pine Forest with Commercial Thin, Thinning                    x   6.06  13.26   1.20   2.42   0.20   0.90   4.00   8.20  10.60   0.00   0.00   4.40   1.40   0.00
 S     184 Longleaf Pine / Turkey Oak Forest, Fire exclusion                                       x   5.47   5.00   1.25   0.97   0.20   0.10   0.50   1.00   0.80   0.00   0.00   0.20   0.00   0.00
 S     185 Longleaf Pine / Turkey Oak Forest with Prescribed Fire, Prescribed fire                 x   1.48   0.52   0.40   0.40   0.20   0.10   0.20   0.20   0.10   0.00   0.00   0.00   0.00   0.00
 S     186 Turkey Oak - Bluejack Oak Forest, Fire exclusion                                        x   5.51   6.53   0.75   0.95   0.10   0.20   0.50   0.14   0.30   0.50   0.00   0.10   0.10   0.00
 S     187 Longleaf Pine / Yaupon Forest, Thinning                                                 x   3.90  10.13   1.25   1.82   0.20   0.80   4.00   6.20   1.20   1.50   0.00   0.20   0.00   0.00
 S     188 Sand Pine - Oak Forest,                                                                 x   2.21  11.70   1.00   0.62   0.00   0.40   0.60   0.40   1.10   0.00   0.00   0.00   0.00   0.00
 S     189 Sand Pine - Oak Forest with Overstory Pine Mortality, Insects and disease               x   2.17  20.59   1.60   0.78   0.00   0.60   0.70   0.80   4.10   2.10   0.00   0.20   0.20   0.00
 S     190 Slash Pine - Longleaf Pine / Gallberry Forest, Fire exclusion                           x   1.46  16.58   1.50   9.17   0.10   0.15   0.40   0.30   1.20   0.00   0.00   0.10   0.00   0.00
 S     191 Longleaf Pine - Slash Pine / Gallberry Forest, Prescribed fire                          x   2.95   4.16   0.40   3.43   0.20   0.08   0.35   0.40   1.00   0.00   0.00   0.00   0.00   0.00
 S     196 Loblolly Pine / Bluestem Forest,                                                        x   7.19   1.69   0.20   0.22   0.10   0.30   0.56   0.15   0.50   0.00   0.00   1.00   0.50   0.00
 S     203 Sawgrass - Muhlenbergia Grassland,                                                      x   4.60   0.00   0.50   0.00   3.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
 P     208 Grand Fir - Douglas-fir Forest, Fire exclusion                                          x   1.23  23.14   2.00   0.73   0.06   0.50   1.60   3.30   4.30   8.90   3.40   0.80   1.60   0.60
 I     210 Pinyon - Juniper Woodland, Fire exclusion, grazing                                      x   1.49   0.52   0.20   0.46   0.10   0.20   0.40   1.00   0.30   0.00   0.00   0.20   0.20   0.00
 I     211 Interior Ponderosa Pine Forest, Fire exclusion                                          x   2.72   5.70   0.50   0.09   0.11   0.10   0.50   0.90   0.40   1.20   0.00   0.40   0.30   0.00  PN
 P     212 Pacific Ponderosa Pine Forest with Thinning, Selection cut                              x   0.91  21.60   1.50   0.00   0.06   1.00   3.20   3.00  40.00   3.00   0.00   1.70   1.00   0.00
 I     213 Wheatgrass - Cheatgrass Grassland with Prescribed Burn, exotic species, prescribed fire x   0.00   0.00   0.00   0.00   0.21   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  GG
 P     214 Giant Sequoia - White Fir - Sugar Pine Forest, Prescribed fire                          x   2.10  13.32   1.10   0.54   0.06   0.50   1.50   1.50   0.50   4.00  21.00   0.20   2.00   4.00
 P     215 Douglas-fir - Madrone / Tanoak Forest, Wildfire                                         x   0.30   2.00   0.20   0.27   0.05   0.80   1.10   0.90   2.50   3.10  14.80   1.00   1.00   2.00
 I     216 Gambel Oak - Bigtooth Maple Forest, Fire exclusion                                      x   3.00  13.60   1.50   0.29   0.15   1.00   1.10   1.90   1.90   0.00   0.00   0.00   0.00   0.00
 I     217 Gambel Oak - Bigtooth Maple Forest with Prescribed Burn, Prescribed fire                x   3.66   6.88   0.70   0.25   0.11   0.10   0.20   1.40   1.60   0.00   0.00   0.00   0.00   0.00
 I     218 Gambel Oak / Big Sagebrush Shrubland, Fire exclusion                                    x   1.86   3.90   0.60   0.56   0.11   0.20   0.60   1.00   0.50   0.00   0.00   0.00   0.00   0.00
 I     219 Ponderosa Pine - White Fir / Trembling Aspen Forest, Fire exclusion                     x   2.70  24.96   2.00   0.01   0.11   0.30   1.70   2.50   2.70   2.60   1.50   1.20   4.30   1.80
 I     220 Ponderosa Pine - White Fir / Trembling Aspen Forest with Prescribed Burn,               x   1.20   7.92   0.60   0.05   0.11   0.20   1.00   0.80   2.40   2.10   1.20   1.20   1.00   0.80
 P     221 Wheatgrass - Ryegrass Grassland, Prescribed fire, restoration work                      x   4.14   0.00   0.00   0.00   0.25   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  GG
 I     222 Interior Ponderosa Pine Forest with Prescribed Burn, Prescribed fire                    x   1.50   2.34   0.20   0.05   0.02   0.10   0.30   0.20   0.50   1.00   0.00   0.30   0.00   0.00  PN
 I     223 Douglas-fir - White Fir - Interior Ponderosa Pine Forest with Wildland Fire, Wildfire   x   0.91   1.86   0.20   0.05   0.11   0.10   0.20   0.70   0.60   2.60   0.00   1.50   1.90   0.00
 I     224 Trembling Aspen Forest, Fire exclusion                                                  x   0.92  11.88   0.90   0.36   1.05   0.20   0.60   1.80   5.90   1.90   0.00   2.80   0.90   0.00
 I     225 Trembling Aspen Forest with Prescribed Burn, Prescribed fire                            x   0.92   1.04   0.40   0.30   0.55   0.10   0.10   1.60   6.90   3.30   2.10   1.80   1.00   0.00
 I     226 White Fir - Gambel Oak Forest, Fire exclusion                                           x   1.20  23.40   1.80   0.03   0.08   0.60   0.90   1.20   7.10   0.00   0.00   1.50   0.00   0.00
 I     227 White Fir Forest, Prescribed fire                                                       x   1.20  19.80   1.40   0.04   0.06   0.30   0.40   1.00   6.70   0.00   0.00   1.50   5.90   0.00
 I     228 Interior Ponderosa Pine - Limber Pine Forest with Prescribed Burn, Prescribed fire      x   1.50   5.46   0.60   1.15   0.21   0.10   0.60   0.60   0.80   0.70   1.00   0.10   0.90   0.00
 I     229 Ponderosa Pine / Juniper Forest, Prescribed fire                                        x   3.00   1.36   0.30   0.00   0.05   0.20   1.00   1.20   2.30   0.00   0.00   0.00   0.00   0.00
 I     230 Pinyon - Juniper Forest with Prescribed Fire, Prescribed fire                           x   0.90   1.56   0.40   0.01   0.06   0.20   0.50   0.20   0.50   0.50   0.00   0.00   0.00   0.00
 I     231 Gambel Oak - Juniper - Ponderosa Pine Forest, Fire exclusion, grazing                   x   3.07   4.68   1.20   1.01   0.12   0.50   0.50   2.00   5.00   2.00   0.00   1.00   1.00   0.00
 I     232 Mesquite Savanna, Fire exclusion, grazing                                               x   1.47   0.00   0.00   1.06   0.50   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  SG
 I     233 Sagebrush Shrubland, Fire exclusion                                                     x   0.00   0.00   0.00   1.18   0.06   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  SB
 I     234 Sagebrush Shrubland with Prescribed Burn, Prescribed fire                               x   0.00   0.00   0.00   0.23   0.11   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  SB
 P     235 Idaho fescue - Bluebunch Wheatgrass Grassland, Wildfire                                 x   0.24   0.00   0.00   0.00   2.01   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  GG
 I     236 Tobosa - Grama Grassland,                                                               x   0.00   0.00   0.00   0.04   0.05   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  GG
 P     237 Vaccinium - Heather Shrublands,                                                         x   1.26   0.00   0.00   2.00   0.06   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
 P     238 Pacific Silver Fir - Mountain Hemlock Forest,                                           x   1.75  25.48   2.00   0.15   0.10   0.20   0.20   0.40   0.20   6.00   2.50   0.50  17.00   7.00
 P     239 Douglas-fir - Sugar Pine - Tanoak Forest, Wildfire                                      x   0.32   4.71   0.40   3.22   0.02   0.30   0.80   1.20   1.00   1.00   0.00   8.00   6.00   1.00
 S     240 Saw Palmetto / Three-awned Grass Shrubland,                                             x   2.38   0.00   2.00   4.02   0.20   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
 S     241 Longleaf Pine - Loblolly Pine Forest, Windrow                                           x   2.90   7.41   0.60   1.66   0.20   0.20   3.50   6.00  14.50  21.50   0.00   0.40   0.60   0.00
 S     242 Longleaf Pine - Loblolly Pine Forest with Prescribed Fire, Prescribed fire              x   0.20   2.47   0.20   0.92   0.30   0.02   1.50   3.00  12.00  18.00   0.00   0.40   0.60   0.00
 S     243 Pitch Pine / Scrub Oak Shrubland, Wildfire                                              x   2.77   6.83   0.70   0.17   0.10   1.50   0.90   1.40   2.10   0.50   0.00   0.00   0.00   0.00
 P     260 Ohia / Uluhe Forest with Wildfire, Wildfire                                             x   5.58   0.00   0.00   0.28   6.00   0.10   0.20   0.00   0.00   0.00   0.00   0.00   0.00   0.00
 P     261 Pili Grass - Broomsedge Bluestem Grassland with Recent Fire, Wildfire                   x   1.15   0.00   0.00   0.40   2.00   0.10   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
 P     262 Molasses Grass Grassland with Recent Fire, Wildfire                                     x   4.60   0.00   0.00   0.15   6.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
 P     263 Ohia / Broomsedge bluestem Savanna, Wildfire                                            x   3.45   0.00   0.00   0.59   3.00   0.10   0.10   0.00   0.00   0.00   0.00   0.00   0.00   0.00
 S     264 Post Oak - Blackjack Oak Forest, Fire exclusion, grazing                                x   3.06   2.94   0.40   0.89   1.25   0.30   0.70   1.00   0.00   0.00   0.00   0.00   0.00   0.00
 I     265 Balsam Fir - White Spruce - Mixed Hardwoods Forest,                                     x   3.65  11.20   2.00   0.57   1.00   0.50   0.60   1.60   1.10   2.00   4.00   0.20   1.00   1.00
 N     266 Sugar maple - Basswood Forest,                                                          x   3.10  11.70   1.00   0.30   0.35   0.50   1.00   1.00   3.00   2.00   0.20   0.50   1.00   0.20
 N     267 American Beech - Yellow Birch - Sugar Maple - Red Spruce Forest,                        x   4.79  18.70   1.50   0.13   0.10   0.50   1.00   1.00   1.50   5.00   0.20   0.50   1.00   0.20
 N     268 American Beech - Yellow Birch - Sugar Maple - Eastern Hemlock Forest,                   x   4.79  18.70   1.50   0.11   0.10   0.50   1.00   1.00   1.50   5.00   0.20   0.50   1.00   0.20
 S     269 Sugar maple - Yellow poplar - American beech - Oak Forest,                              x   6.20  23.40   2.00   0.29   0.50   1.00   1.00   2.00   3.00   2.00   0.50   2.30   0.50   0.00
 S     270 Red Spruce - Fraser Fir / Rhododendron Forest, Insects and disease, windthrow           x   4.86  20.80   2.00   9.82   0.10   0.80   1.40   1.50  15.00  12.00   0.00   2.00   2.00   0.00
 S     272 Red Mangrove - Black Mangrove Forest,                                                   x   0.78 540.00  40.00   1.13   0.25   0.25   1.00   4.20   0.20   0.00   0.00   3.00   0.00   0.00
 I     273 Engelmann Spruce - Douglas-fir - White Fir - Interior Ponderosa Pine Forest, Fire excl. x   2.98  16.64   1.60   0.08   0.07   0.25   1.50   3.00   5.00   4.50   0.00   1.00   1.50   0.00
 N     274 American Beech - Sugar Maple Forest,                                                    x   3.10  11.70   1.00   0.66   0.75   0.30   0.75   1.00   2.00   2.00   0.20   0.50   1.00   0.20
 S     275 Chestnut Oak - White Oak - Red Oak Forest, Fire exclusion                               x   5.24   9.95   0.90   3.71   0.15   0.60   0.90   1.50   0.40   0.00   0.00   0.80   0.20   0.00
 S     276 Oak - Pine - Magnolia Forest,                                                           x   6.18   6.38   0.75   1.00   0.11   0.50   0.50   1.00   3.00   1.00   0.50   0.00   0.00   0.00
 N     279 Black Spruce - Northern White Cedar - Larch Forest,                                     x  10.07 342.00  24.00   1.03   0.02   0.40   1.00   2.00   4.00   2.00   0.00   2.00   1.00   0.00
 S     280 Bluestem - Gulf Cordgrass Grassland,                                                    x   2.38   0.00   0.00   0.56   3.50   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  GG
 S     281 Shortleaf Pine - Post Oak - Black Oak Forest,                                           x   6.10  12.35   1.00   0.43   0.01   0.60   0.90   2.30   3.80   6.10   0.00   1.10   0.00   0.00
 S     282 Loblolly Pine Forest,                                                                   x   6.03  22.10   2.00   0.58   0.02   0.60   1.70   2.00   3.00   2.00   0.00   0.20   0.00   0.00
 S     283 Willow Oak - Laurel Oak - Water Oak Forest,                                             x   1.55   1.30   1.00   1.95   0.01   0.10   0.20   1.50   1.50   1.50   0.00   0.50   0.50   0.00
 I     284 Green Ash - American Elm - Silver Maple - Cottonwood Forest,                            x   1.55   1.30   1.00   0.53   0.11   0.00   0.20   1.50   1.50   1.50   0.00   0.50   0.50   0.00
 I     286 Limber Pine - Interior Ponderosa Pine Forest, Fire exclusion                            x   2.98  12.74   1.40   0.52   0.11   0.20   1.00   1.00   1.00   6.00   2.00   2.00   5.00  10.00
 N     287 Eastern White Pine - Eastern Hemlock Forest,                                            x   3.17  11.05   1.00   0.38   0.01   0.20   0.40   0.90   0.30   0.00   0.00   0.60   0.30   0.00
 S     288 Bald-Cypress - Water Tupelo Forest,                                                     x   1.67   5.20   1.00   0.53   0.01   0.20   0.20   0.50   1.00   1.00   1.00   1.00   2.00   2.00
 S     289 Pond-cypress / Muhlenbergia - Sawgrass Savanna,                                         x   4.67  30.00   2.00   0.00   3.00   0.10   0.10   0.10   0.00   0.00   0.00   0.00   0.00   0.00
 S     291 Longleaf Pine - Slash Pine / Saw Palmetto Forest, Fire exclusion                        x   5.16  15.40   1.50   5.36   0.20   0.02   0.40   0.30   0.50   0.00   0.00   0.00   0.00   0.00
 P     301 California Central Valley Riparian (Flood)                                              x   1.05   1.00   0.50   0.48   0.20   0.20   0.30   0.10   0.00   0.00   0.00   0.10   0.00   0.00
 I     302 Intermountain Montane Subalpine Riparian (None)                                         x   0.04   0.45   0.50   0.59   0.30   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
 PI    303 Warm Desert Riparian (None)                                                             x   0.74   1.00   0.50   0.39   0.10   0.20   0.10   0.00   0.00   0.00   0.00   0.00   0.00   0.00
 I     304 Conifer Swamp Forest                                                                    x   2.55  25.50   3.00   0.94   0.02   0.40   1.00   2.00   4.00   2.00   0.00   2.00   1.00   0.00
 P     305 Red Alder Forest (None)                                                                 x   1.28  11.05   1.00   1.55   0.10   0.20   0.80   1.30   0.50   0.50   0.00   3.00   2.00   0.00
 P     306 Knobcone Pine Forest (None)                                                             x   1.72   3.92   0.70   5.29   0.00   0.20   1.00   1.00   1.00   6.00   2.00   2.00   5.00   0.00
 PI    307 Palo Verd Shrubland                                                                     x   0.00   0.00   0.00   0.00   0.05   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
 PI    308 Low Sagebrush Steppe (None)                                                             x   0.30   0.00   0.00   1.14   0.50   0.06   0.02   0.00   0.00   0.00   0.00   0.00   0.00   0.00  SB
 PI    309 Blackbrush Shrubland (None)                                                             x   0.53   0.00   0.00   0.21   0.50   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  SG
 I     310 Greasewood Shrubland (None)                                                             x   0.35   0.00   0.00   0.70   0.10   0.10   0.20   0.00   0.00   0.00   0.00   0.00   0.00   0.00  SG
 I     311 Salt-Desert Shrubland (None)                                                            x   0.35   0.00   0.00   0.95   0.10   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  SG
 I     312 Gambel Oak Shrubland (None)                                                             x   1.80   1.20   0.30   0.35   0.31   0.20   0.20   1.00   0.50   0.00   0.00   0.00   0.00   0.00
 I     313 Mountain Mahogany Shrubland (None)                                                      x   0.75   0.60   0.30   0.72   0.10   0.20   0.20   1.00   0.50   0.00   0.00   0.00   0.00   0.00
 PI    314 Limber - Bristlecone Pine Forest (None)                                                 x   0.74   0.00   0.00   0.04   0.05   0.10   0.20   0.10   1.00   1.00   0.00   1.00   0.50   0.00
 I     315 Interior Alpine Forb-Grassland (None)                                                   x   0.30   0.00   0.00   0.00   0.45   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
 P     316 Northern California Coastal Shrubland (None)                                            x   4.50   0.00   0.00   6.87   0.50   0.10   0.10   0.00   0.00   0.00   0.00   0.00   0.00   0.00
 I     317 Rocky Mountain Maple Forest (None)                                                      x   0.98   4.00   0.50   0.19   0.10   0.20   0.40   0.80   0.50   0.50   0.00   3.00   2.00   0.00
 P     319 North Pacific Avalanche Chute Shrubland (Avalanche)                                     x   1.80   1.20   0.30   0.00   0.00   0.30   0.40   0.90   1.00   0.00   0.00   0.10   0.00   0.00
 PI    320 Western Larch Forest (None)                                                             x   2.93  14.88   1.70   0.30   0.11   0.70   2.10   4.40   0.70   3.50   0.00   0.70   8.00   1.00
